work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2023,Entry-level,Full-time,Data Scientist,70000,USD,70000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,AI Scientist,60000,EUR,64781,Germany,Hybrid,Germany,L,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,175000,USD,175000,United States,Remote,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,87999,USD,87999,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,133000,USD,133000,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Engineer,100000,USD,100000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,120350,USD,120350,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Business Intelligence Engineer,79600,USD,79600,United States,In-person,United States,L,BI and Visualization
2023,Mid-level,Full-time,Applied Scientist,250000,USD,250000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,204500,USD,204500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Analytics Engineer,142400,USD,142400,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,BI Developer,76300,USD,76300,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Data Scientist,39840,EUR,44266,Latvia,In-person,Latvia,M,Data Science and Research
2024,Mid-level,Full-time,MLOps Engineer,106500,USD,106500,Canada,In-person,Canada,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,120000,USD,120000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,65000,EUR,70179,Portugal,In-person,Portugal,M,Data Engineering
2023,Mid-level,Full-time,Machine Learning Engineer,48000,USD,48000,Viet Nam,Remote,Viet Nam,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,105000,USD,105000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Machine Learning Engineer,145000,USD,145000,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Machine Learning Engineer,212000,USD,212000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,60000,USD,60000,Colombia,Remote,Colombia,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,124000,USD,124000,United States,In-person,United States,M,Data Engineering
2022,Entry-level,Full-time,Data Engineer,129000,USD,129000,United States,Remote,United States,L,Data Engineering
2023,Senior,Full-time,Data Engineer,171250,USD,171250,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,331640,USD,331640,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,288000,USD,288000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,93500,USD,93500,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,130000,USD,130000,United States,In-person,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Engineer,220000,USD,220000,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Engineer,120000,USD,120000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,146266,USD,146266,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,AI Engineer,166000,USD,166000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Research Scientist,142200,USD,142200,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Architect,117000,USD,117000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Scientist,277500,USD,277500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,240000,USD,240000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,115934,USD,115934,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Science Consultant,157550,USD,157550,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Business Intelligence Analyst,140000,USD,140000,Canada,In-person,Canada,M,BI and Visualization
2024,Senior,Full-time,Data Manager,55200,USD,55200,United States,In-person,United States,M,Leadership and Management
2023,Mid-level,Full-time,Data Analyst,62500,USD,62500,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,231000,USD,231000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,152000,USD,152000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,296400,USD,296400,United States,In-person,United States,M,Machine Learning and AI
2022,Senior,Full-time,Analytics Engineer,65004,GBP,80041,United Kingdom,Remote,United Kingdom,M,Leadership and Management
2024,Senior,Full-time,Machine Learning Engineer,199200,USD,199200,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,148000,USD,148000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,245000,USD,245000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,196000,USD,196000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,AI Scientist,36000,EUR,38868,Spain,Hybrid,Spain,L,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,147200,USD,147200,United States,Remote,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,110000,USD,110000,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Business Intelligence Engineer,156476,USD,156476,United States,Remote,United States,M,BI and Visualization
2022,Senior,Full-time,Research Scientist,210000,USD,210000,United States,Remote,United States,M,Data Science and Research
2022,Senior,Full-time,Analytics Engineer,190000,USD,190000,United States,Remote,United States,M,Leadership and Management
2022,Mid-level,Full-time,Data Engineer,160000,USD,160000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,128000,USD,128000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,106400,USD,106400,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Research Scientist,250800,USD,250800,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,74400,USD,74400,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,78000,USD,78000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,192000,USD,192000,United States,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,340000,USD,340000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,220067,USD,220067,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Research Scientist,190000,USD,190000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,139000,USD,139000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,170112,USD,170112,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Analyst,65000,GBP,79976,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Mid-level,Full-time,Applied Scientist,222200,USD,222200,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,248100,USD,248100,United States,In-person,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Scientist,70800,USD,70800,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Management Analyst,124935,USD,124935,United States,Remote,United States,M,Data Management and Strategy
2022,Senior,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Product Manager,227200,USD,227200,United States,In-person,United States,M,Leadership and Management
2022,Senior,Full-time,Data Engineer,175000,USD,175000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,232200,USD,232200,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,207300,USD,207300,Canada,Remote,Canada,M,Data Analysis
2024,Senior,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,ML Engineer,183750,USD,183750,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Scientist,84500,USD,84500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,232000,USD,232000,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Engineer,209100,USD,209100,United States,Remote,United States,L,Data Engineering
2024,Senior,Full-time,Data Engineer,97335,USD,97335,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,175000,USD,175000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,102500,USD,102500,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,145900,USD,145900,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Manager,60027,GBP,73857,United Kingdom,In-person,United Kingdom,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,185900,USD,185900,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Engineer,47840,USD,47840,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Research Scientist,205500,USD,205500,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Manager,27979,GBP,34973,South Africa,In-person,South Africa,M,Leadership and Management
2024,Senior,Full-time,Data Engineer,115400,USD,115400,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,120800,USD,120800,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Science Lead,129300,USD,129300,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Business Intelligence,138400,USD,138400,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Machine Learning Engineer,140100,USD,140100,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,111000,USD,111000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,230000,USD,230000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,166000,USD,166000,United States,In-person,United States,M,Data Engineering
2023,Entry-level,Full-time,Research Scientist,100000,USD,100000,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Analytics Engineer,245000,USD,245000,United States,In-person,United States,M,Leadership and Management
2022,Entry-level,Full-time,Data Engineer,160000,USD,160000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,147100,USD,147100,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,145000,USD,145000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Analytics Engineer,170000,USD,170000,United States,In-person,United States,M,Leadership and Management
2024,Entry-level,Full-time,Data Analyst,75000,USD,75000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,AI Architect,204000,USD,204000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,258800,USD,258800,United Kingdom,In-person,United Kingdom,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M,Data Engineering
2023,Entry-level,Full-time,Data Engineer,135000,USD,135000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Machine Learning Engineer,150700,USD,150700,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,175000,USD,175000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,105000,USD,105000,United States,Remote,United States,S,Data Analysis
2022,Senior,Full-time,Data Scientist,146000,USD,146000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Prompt Engineer,200800,USD,200800,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Developer,69139,USD,69139,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Analyst,192000,USD,192000,United States,Remote,United States,M,Data Analysis
2023,Executive,Full-time,Director of Data Science,200000,GBP,246080,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,254000,USD,254000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,111000,USD,111000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,212000,USD,212000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Modeler,147100,USD,147100,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Engineer,113750,USD,113750,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Analyst,110925,USD,110925,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,AI Engineer,212000,USD,212000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Scientist,182750,USD,182750,United States,Remote,United States,M,Machine Learning and AI
2024,Entry-level,Part-time,Data Analyst,93000,USD,93000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Research Scientist,180000,USD,180000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Manager,155000,USD,155000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Research Scientist,248100,USD,248100,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Product Manager,166363,USD,166363,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Business Intelligence Analyst,112125,USD,112125,Canada,Remote,Canada,M,BI and Visualization
2023,Senior,Full-time,BI Analyst,234485,USD,234485,United States,Remote,United States,M,BI and Visualization
2023,Mid-level,Full-time,Machine Learning Engineer,72000,USD,72000,Viet Nam,Remote,Viet Nam,M,Machine Learning and AI
2024,Entry-level,Full-time,Research Analyst,150000,USD,150000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,124000,USD,124000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Lead Machine Learning Engineer,70000,EUR,77777,Finland,Hybrid,Finland,L,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,115900,USD,115900,United States,In-person,United States,M,Data Science and Research
2021,Mid-level,Full-time,Data Scientist,115000,USD,115000,United States,Hybrid,United States,L,Data Science and Research
2024,Senior,Full-time,Data Analyst,146000,USD,146000,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Analytics Engineer,131000,USD,131000,United States,Remote,United States,M,Leadership and Management
2024,Executive,Full-time,Head of Machine Learning,448000,USD,448000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Business Intelligence Engineer,79600,USD,79600,United States,In-person,United States,L,BI and Visualization
2024,Senior,Full-time,Data Engineer,170000,USD,170000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Analyst,60000,GBP,73824,Croatia,In-person,Croatia,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,171816,USD,171816,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,136000,USD,136000,United States,Remote,United States,M,Data Science and Research
2022,Senior,Full-time,Data Scientist,50000,USD,50000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,123765,USD,123765,United States,Remote,United States,M,Data Science and Research
2022,Mid-level,Full-time,Data Engineer,74000,GBP,91118,United Kingdom,In-person,United Kingdom,M,Data Engineering
2023,Senior,Full-time,Data Engineer,105200,USD,105200,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,NLP Engineer,135000,USD,135000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,144200,USD,144200,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Scientist,126500,USD,126500,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,Executive,Full-time,Data Architect,180000,USD,180000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Entry-level,Full-time,Data Analyst,75065,USD,75065,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,125000,USD,125000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,174800,USD,174800,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,108768,USD,108768,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,145000,USD,145000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Research Scientist,184700,USD,184700,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Data Scientist,141525,USD,141525,United States,Remote,United States,M,Data Science and Research
2022,Senior,Full-time,Data Engineer,164000,USD,164000,United States,In-person,United States,M,Data Engineering
2021,Entry-level,Full-time,Data Scientist,100000,USD,100000,United States,In-person,United States,S,Data Science and Research
2023,Senior,Full-time,Business Intelligence Engineer,225000,USD,225000,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,MLOps Engineer,156200,USD,156200,Canada,In-person,Canada,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Integration Specialist,46400,USD,46400,United States,Remote,United States,M,Data Management and Strategy
2023,Mid-level,Full-time,Data Scientist,125000,USD,125000,Canada,Remote,Canada,M,Data Science and Research
2022,Executive,Full-time,Data Analyst,110000,USD,110000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,73000,USD,73000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Analytics Engineer,170000,USD,170000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Engineer,94000,USD,94000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,130000,USD,130000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,94000,USD,94000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,168800,USD,168800,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,115000,USD,115000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Applied Scientist,222200,USD,222200,United States,In-person,United States,L,Data Science and Research
2023,Mid-level,Full-time,Machine Learning Engineer,40000,GBP,49216,United Kingdom,Remote,United Kingdom,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Scientist,166000,USD,166000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Scientist,204600,USD,204600,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,175000,USD,175000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Analytics Engineer,175000,USD,175000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,168000,USD,168000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,82200,USD,82200,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,232200,USD,232200,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Research Engineer,370000,USD,370000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Applied Scientist,222200,USD,222200,United States,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,115500,USD,115500,United States,In-person,United States,M,Data Engineering
2021,Executive,Full-time,Head of Data Science,85000,USD,85000,Russian Federation,In-person,Russian Federation,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,106800,USD,106800,United States,In-person,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Analyst,90000,USD,90000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Engineer,110000,USD,110000,United States,In-person,United States,M,Data Engineering
2023,Executive,Full-time,Data Engineer,106500,USD,106500,United States,In-person,United States,M,Data Engineering
2022,Mid-level,Full-time,Data Scientist,120000,USD,120000,United States,In-person,United States,M,Data Science and Research
2022,Mid-level,Full-time,Data Engineer,105000,USD,105000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,158620,USD,158620,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,129300,USD,129300,United States,In-person,United States,M,Data Science and Research
2020,Entry-level,Full-time,Data Scientist,105000,USD,105000,United States,Remote,United States,S,Data Science and Research
2024,Entry-level,Full-time,Machine Learning Engineer,157900,USD,157900,Canada,Remote,Canada,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,172200,USD,172200,United States,In-person,United States,M,Machine Learning and AI
2022,Senior,Full-time,Data Analyst,119000,USD,119000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Computational Biologist,174000,USD,174000,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Data Engineer,140250,USD,140250,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,164000,USD,164000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Applied Scientist,192000,USD,192000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,280000,USD,280000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,191027,USD,191027,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,118500,USD,118500,United States,Remote,United States,M,Machine Learning and AI
2022,Mid-level,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Analyst,130050,USD,130050,United States,Remote,United States,M,Data Analysis
2022,Executive,Full-time,Analytics Engineer,135000,USD,135000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,275500,USD,275500,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,97800,USD,97800,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,300000,USD,300000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Operations Analyst,69000,USD,69000,United States,In-person,United States,M,Data Quality and Operations
2023,Senior,Full-time,Data Scientist,161900,USD,161900,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,135000,USD,135000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,115000,USD,115000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Engineer,65000,EUR,70179,France,Remote,France,M,Data Engineering
2023,Senior,Full-time,Data Engineer,96800,USD,96800,United States,Remote,United States,M,Data Engineering
2021,Senior,Full-time,Data Science Manager,240000,USD,240000,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Machine Learning Scientist,200000,USD,200000,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Science Practitioner,83900,USD,83900,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,138900,USD,138900,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Scientist,106700,USD,106700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,185900,USD,185900,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Analyst,250000,USD,250000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,140000,USD,140000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Business Intelligence Analyst,164800,USD,164800,United States,In-person,United States,M,BI and Visualization
2023,Mid-level,Full-time,Data Scientist,106200,USD,106200,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Data Engineer,315000,USD,315000,United States,Remote,United States,M,Data Engineering
2022,Senior,Full-time,Data Analyst,192500,USD,192500,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,129000,USD,129000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Analyst,136000,USD,136000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Research Scientist,220000,USD,220000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,174000,USD,174000,Germany,In-person,Germany,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,159000,USD,159000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Scientist,220000,USD,220000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,150000,USD,150000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,135000,USD,135000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,205600,USD,205600,United States,Remote,United States,M,Data Engineering
2020,Entry-level,Full-time,AI Scientist,300000,DKK,45896,Denmark,Hybrid,Denmark,S,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,100000,USD,100000,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,93000,USD,93000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,330000,USD,330000,United States,In-person,United States,M,Machine Learning and AI
2022,Mid-level,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,139700,USD,139700,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Business Intelligence Analyst,110200,USD,110200,United States,In-person,United States,M,BI and Visualization
2023,Mid-level,Full-time,Machine Learning Engineer,175000,USD,175000,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Scientist,105000,USD,105000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Analyst,75300,USD,75300,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Scientist,111600,USD,111600,United States,In-person,United States,L,Data Science and Research
2022,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,United States,Remote,United States,L,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,172200,USD,172200,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,223250,USD,223250,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,168000,USD,168000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,247500,USD,247500,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,106800,USD,106800,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,110000,USD,110000,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Data Analyst,110600,USD,110600,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,183414,USD,183414,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,85000,USD,85000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,189000,EUR,204060,Germany,Remote,Germany,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,189750,USD,189750,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Architect,186000,USD,186000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Mid-level,Full-time,Data Scientist,86000,USD,86000,United States,In-person,United States,M,Data Science and Research
2021,Executive,Full-time,Data Science Consultant,59000,EUR,69741,France,Remote,Spain,S,Data Science and Research
2023,Senior,Full-time,Business Intelligence Developer,76500,USD,76500,Canada,Remote,Canada,M,BI and Visualization
