job_title,company,job_location,job_level,job_type,job_skills
Data & Progress Analyst (Ref ID: 230),NextDecade,"Houston, TX",Associate,Onsite,"Microsoft BI technologies, Power BI, SQL, Data analysis, Data modeling, Key performance indicators (KPIs), Data visualization, DAX queries, Data warehouse, ETL procedures, Excel, SSRS, TSQL, Power Query, MDX, Data security, Data computations, Communication skills, Time management, Project management, Bachelor's degree in computer science information system engineering construction management or business, Travel requirements"
MLR/Veeva Coordinator,Sierra Solutions,"Malvern, PA",Mid senior,Onsite,"Veeva Vault, MLR Review Process Management, Compliance and Documentation, Continuous Improvement And Quality Assurance, FDA, EMA, Microsoft Office Suite, Regulatory Guidelines, Standard Operating Procedures, Document Management Systems, Project Management, CrossFunctional Collaboration, Communication, Interpersonal Skills, Proficiency in Microsoft Office Suite, Life Sciences, Business, Software Applications, Pharmaceutical Industry, Biotechnology"
Business Intelligence Data Analyst,"Mercy Medical Center, Baltimore, MD","Baltimore, MD",Mid senior,Onsite,"Data Analytics, Healthcare, Data Synthesis, Data Visualization, Data Interpretation, Data Reporting, Data Management, Data Platforms, Data Analysis, Data Mining, Data Integration, Data Quality, Data Governance, Data Security, Project Management, Time Management, Collaboration, Communication, Bachelors Degree, Healthcare Experience, EPIC Experience"
"Grants Database and Processes Manager, PROSPECTUS",Guardian Jobs,"London, England, United Kingdom",Mid senior,Onsite,"Project Management, Training Development, Project Planning, Communication Skills, System Administration, Process Improvement, Database Management, Organizational Skills, Flexibility, Proactive Approach, Teamwork, Attention to Detail, IT Skills, Documentation, Stakeholder Management, Diversity and Inclusion, Microsoft Word"
Senior MLOps Engineer,Recruiting from Scratch,"San Antonio, TX",Mid senior,Onsite,"Machine Learning Operations (ML Ops), Complex ML Workflows, EndtoEnd ML Operations, Culture and Practice, Team Building, Longterm Thinking, Iterative Development, Data Engineering, ETL Pipelines, Workflow Orchestration, Monitoring, Visibility, Experimentation, A/B Testing, LLMs, NLP, Reinforcement Learning, Probabilistic Graphs, Deep Learning, Automation, Accounting Workflows, Economic Impact"
Database Engineer,Leidos,"Melbourne, Victoria, Australia",Mid senior,Onsite,"Postgres, SQL, Linux, Database engineering, Database administration, Data migration, Automation, Red Hat, Python, C++, Java, Oracle, MySQL, MongoDB, Hadoop, Spark, AWS, Azure, Google Cloud, Linux administration, Unix administration, Windows administration, Networking, Cloud computing, Virtualization, Security, Project management, Systems analysis, Requirements gathering, Testing, Documentation, Training, Support, Communication, Teamwork, Problemsolving, Critical thinking, Analytical thinking, Attention to detail, Customer service, Microsoft SQL, Ansible, Infrastructure as code, Liquibase"
Senior Database Administrator (Database Administrator 3) - 12920 with Security Clearance,ClearanceJobs,"Norfolk, VA",Mid senior,Onsite,"Database Administration, Database Architecture, Enterprisewide Modeling and Simulation Applications, Standard Operating Procedures, Risk Management, Microsoft Windows 10, Microsoft Server 2016 and 2019, MS SQL 20142019, DISA STIGs, Data Backup and Restore, Virtualization (VMware), Active Directory, RHEL 7/8, Help Desk Troubleshooting, Software and Hardware Troubleshooting, Upgrades Migrations and Integration, Customer Focus, Release Upgrades, Physical Strength (50lbs), Government Contracting, Attention to Detail, SelfMotivation and Drive, Teamwork and Individual Work, Communication Skills (Written and Verbal), Bachelor's Degree in Related Field (6 years), Master's Degree in Related Field (4 years), 10 years relevant experience with High School Diploma or equivalent, DoD Departments and Agencies Solutions, Navy Networks and Training Programs, Security + Certification, Microsoft Certification, DoD 8570 requirements for IAT Level 2, DoD Secret Clearance, Live Virtual Constructive Solutions, Mission Technologies Division, U.S. Citizenship (for certain positions)"
Lead Data Test Engineer,Energy Jobline,"Renton, WA",Mid senior,Onsite,"Data Pipelines, Automation, AWS, APIs, DevOps, Architecture, Data Volumes, Data Quality, Reporting, Analytics, Agile, Scrum, Production Support, ETL, ANSI SQL, Python, RDBMS, MS SQL Server, MySQL, NoSQL, Postgres, Computer Science, Informatics"
"Sr Product Manager I, Data Orchestration and Reliability",ESPN,"New York, NY",Mid senior,Onsite,"Data Orchestration, Data Reliability, Data Platforms, Apache Airflow, Public Cloud Technologies, AWS, DevOps, Infrastructure as a Code, Data Observability, System Analysis, Agile Frameworks, Agile Ceremonies, CSPO, SAFe PM/PO, PMP, Hadoop/Spark Ecosystems, Snowflake, Kafka, Linear Channels, Streaming Platforms, Big Data Technologies, Data, Ad Serving, Ad Delivery, SQL, Excel, CTV Platforms, Product Management, Digital Video Advertising, Data Analysis, Data Governance, Leadership, Communication"
Technical Manager - CX - Data Center Construction,Walbridge,"Boydton, VA",Mid senior,Onsite,"Technical Management, Construction Startup, System Commissioning, Mechanical Systems, Electrical Systems, Control Systems, MEP Systems, Equipment Procurement, Project Management, Schedule Development, Tracking, Quality Control, Subcontractor Coordination, Conflict Resolution, MEP Issues, Third Party Commissioning, Engineering Design, Bachelor's Degree in Mechanical or Electrical Engineering, Mechanical or Electrical System Construction Experience, MEP Coordination and Scheduling, Preconstruction, Equipment Procurement Experience"
"Data Reporting and Analytics Consultant IV, Biostatistics,  Epidemiology, SAS, R, Python",Kaiser Permanente,"Oakland, CA",Mid senior,Onsite,"Statistical Modeling, SAS, R, Biostatistics, Statistics, Public Health, Data Science, Data Analytics, Leadership, Business Planning, Written Communication, Data Extraction, Data Mining, Data Visualization Tools, Statistical Programming Language, Relational Database Management, Vendor Management, Project Management, Health Care Coding, Process Mapping, Program Writing, Negotiation, Machine Learning, Deep Learning, Text Analytics, Data Visualization Tools, Open Source Tools (e.g. R Python), Access, Excel, SQL, Artificial Intelligence Tools, Study Design, Statistical Modeling, Complex Event Modeling"
Associate Contract Data Analyst,Bell Flight,"Fort Worth, TX",Associate,Onsite,"Proficiency in MS Office (Pc), Knowledge of SAP SharePoint systems, Data Analysis, Report Creation, Prior Work in Correspondence Reporting and System Maintenance, Knowledge of USAF Contracts, Familiarity with FAR/DFARS, Knowledge of USG Acquisition and Contracting Processes, Excellent Written and Oral Communication, Team Collaboration and Organization Skills, Ability to Work Effectively with Customers and Reps, Associate's Degree or High School Diploma/GED, ITAR/EAR Compliance, U.S. Citizenship Requirement"
Spatial Data Scientist (Active TS/SCI required),Xcellent Technology Solutions (XTS),"Springfield, VA",Mid senior,Onsite,"Machine Learning, Artificial Intelligence, Data Science, Data Visualization, Statistical Analysis, Data Analytics, Data Mining, Geospatial Imagery, Geospatial Analysis, Programming Languages, Python, R, SQL, Java, JavaScript, C++, Spatial Data Geometry Storage, Distributed Data Processing, Visualization Tools, ArcGIS, SPSS, SAS, MATLAB, Tableau, PostgreSQL, ORACLE, ACCESS, Database Management System"
Database Administrator III,B.E.A.T. LLC,"Carlisle Barracks, PA",Mid senior,Onsite,"Database Administration, Data Management, CompTIA Security+CE, Bachelor's in Engineering Computer Science Telecommunications, Remedy Action Request System, DBMS Design Concepts, Table Structures, Indexing Methods, Replication Schedules, Access Controls, Data Queries, Report Generation Formats, Database Usage Monitoring, Data Compatibility Troubleshooting, Data Integrity Troubleshooting, Performance Optimization, Database Administration Policies, Database Administration Procedures"
"Long Term Contract: QA Lead (API Manual testing & Database testing) @ Rosemont, IL- Onsite",EdgeGlobal LLC,"Rosemont, IL",Mid senior,Onsite,"API Testing, Postman, RESTful APIs, Response Validation, Status Code Validation, API Performance Testing, Test Suite Development, Database Testing, MongoDB, SQL Server, Data Integrity Validation, Data Format Validation, Query Output Validation, SQL Query Writing, Kafka Monitoring, Kafka Testing, KPow, Kafka Cluster Management, Topic Inspection, Message Queuing, Streaming, eCommerce Architecture, eCommerce Platform Testing, Scalability, Security, Agile/Scrum, Test Plan Creation, Crossfunctional Collaboration, ProblemSolving, Analytical Skills, Communication, Collaboration, Computer Science, Information Technology, Automation Testing, Agile/Scrum Methodologies"
Database Administrator,TRM Technologies Inc.,"Ottawa, Ontario, Canada",Associate,Onsite,"Database Administration, Data Conversion, Data Integrity, Data Security, Data Recovery, Database Design, Database Maintenance, Data Warehousing, Data Mining, Data Modeling, BPWin, ERwin Data Modeler (ERWin), IBM DB2, Integrated Database Management System (IDMS), Informix, Ingres, Microsoft Access, Microsoft Structured Query Language (SQL), Oracle, Oracle CASE, Oracle Financials, Silverrun, SQL Server, SQL*DBA, SQL*Forms, SQL*Menu, SQL*Net, SQL*Plus, SQL*Report, Sybase, Client DBII"
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"San Ramon, CA",Mid senior,Onsite,"Machine Learning, Speech Analysis, Data Strategy, Model Training, Model Deployment, Experimentation, ProductionGrade Models, Cloud Services, R&D, Communication, Leadership, Collaboration, Data Requirements, Jupyter, Numpy, Pandas, Numba, Torch, Tensorflow, Python, GCP, AWS, Azure, Multidisciplinary Skills, Agile Planning, MVP, Project Management, FDA Approvals, SoftwareasaMedical Device (SaMD), MLFlow, WandB, DataBricks"
Cloud Data Engineer III,Iridium,"McLean, VA",Mid senior,Onsite,"Cloud Data Engineer, Data Lake House Design, AWS Services (Glue DataSync), Snowflake, DBT, ETL Processes, Data Pipelines, Data Ingestion, Data Quality, Data Security, Data Governance, Data Warehousing, Data Modeling, Data Integration, Data Architecture, DevOps Tools (GitLab), Python, SQL, AWS Cloud Data Tools, Cloud Database Platform Tools, Tableau, PowerBI, AWS Snowflake or related certifications, Data Analytics, Business Intelligence"
"Sales Representative, CoStar Data & Analytics - Albany NY",CoStar Group,"Albany, NY",Associate,Onsite,"Technical Skills:, Building Sales Pipeline, Consultative Sales, Data Analytics, Sales Closing, Sales Forecasting, Sales Training, Client Relationship Management, Frameworks:, Languages:, Softwares:, LoopNet, CoStar, Concepts:, Customer Service, Market Research, Sales Strategy, Product Demonstration, Sales Cycle Management, Sales Process, Sales Pipeline Management, Requirements:, Bachelor's Degree, 2+ Years Experience in Sales, Experience in Data Research and Analytic Platforms, Experience in Commercial Real Estate or Financial Services, Sales Targets and Quota Achievement, Client Training Experience, Valid Driver's License, Ability to Regularly Drive"
Sr. Data Architect,"Honda of America Mfg., Inc.","Marysville, OH",Mid senior,Onsite,"Data Architect, Data Management, Data Analysis, Information Management, Business Intelligence, Cloud Data Strategy, Agile Approaches, CloudBased Services, Advanced Analytics, Data Governance, Data Quality, Data Accessibility, Enterprise IT, Data Pipeline Orchestration, Data Modeling, Data Mining, Database Platforms, Big Data Platforms, Cloud Big Data Products, Advanced Data Analytics, AI, ML, DL, Computer Science, Information Systems, Computer Engineering"
"Business Analyst, Digital Data",A+E Networks,"New York, United States",Mid senior,Onsite,"Data Analytics, Product Management, Product Roadmapping, Data Taxonomy, Product Analytics Tools, Amplitude, Data Flow, Communication, Data Literacy, Data Products, Research, Analytics, User Testing, Product Strategy, Product Development Plans, Presentation Skills, HTML, CSS, JavaScript, Python, Java, C++, SQL, NoSQL, Agile, Scrum, Waterfall"
"Location Coordinator in Cramlington, UK",Energy Jobline,"Cramlington, England, United Kingdom",Mid senior,Onsite,"Location Coordinator, Cramlington, Northumberland, Permanent, Full Time, Job Share, Part Time"
"Hungarian Metadata Specialist (Movies & TV Shows) in Austin, TX",Welocalize,"Austin, TX",Associate,Onsite,"Communication skills, Problem solving skills, Analytical skills, Attention to detail, Ability to multitask, Ability to meet deadlines, Ability to work in a highpressure environment, Learning from history, Preventing errors from recurring, Navigating ambiguity, Making sound judgment calls, Uptodate knowledge of local movies TV shows music literature social media platforms cultural sensitivities and nuances, Experience with Apple products and MS Office, Knowledge of advanced spreadsheet and XML, Nativelevel proficiency in Hungarian, Strong written and verbal communication skills, Degree in Art Design Media Production Literature Film etc. (preferred)"
Senior Technical Product Manager - Code Data,ZOLL Medical Corporation,"Colorado, United States",Mid senior,Onsite,"SaaS, Cloud, Scrum, User Stories, Jira, Aha!, Agile, API, SDK, Telemedicine, UX/UI, User Experience, Product Roadmaps, Product Development, Product Management, Product Ownership, Product Backlog, Requirements Gathering, User Acceptance Testing, CrossFunctional Communication, Team Collaboration, Communication Skills, Analytical Skills, Problem Solving, Decision Making, Time Management, Travel"
Medical Laboratory Scientist MT/MLS Lab Lead 7548,Afton Consulting Group,"Melrose, MA",Mid senior,Onsite,"Medical Laboratory Scientist, Blood Bank Experience, Lab Lead Experience, ASCP or AMT Certification, Flu Vaccine or religious/medical exception, Ability to work independently and in a team, Proficient with computers, Familiarity with laboratory information systems, High level of attention to detail, Strong communication and organizational skills, Ability to pass a standardized color vision screen, Flexibility to work overtime or other shifts, Bachelor's degree in Biology Chemistry Clinical Laboratory Science or Medical Technology, 24 years of clinical laboratory testing experience"
Data Engineer IV - Max Digital (Data Operations),ACV Auctions,"Michigan, United States",Mid senior,Onsite,"Computer Science, Information Technology, ETL workflow implementation, SQL Query optimization, NoSQL data stores, ETL workflow implementation, SQL and datalayer development, C#, Airflow, DBT, AWS RDS, S3, SQS, SNS, OLTP schema design"
"Senior Quantitative Finance Analyst, AML Model Development",Bank of America,"Charlotte, NC",Mid senior,Onsite,"Quantitative Finance, AML detection models, Machine learning, AI, Python, PySpark, SQL, Hadoop, Data analytics, Complex modeling, System approaches, Documentation, Strategic direction, Tactical plans, Masters or PhD in Math Economics Statistics, 5 years relevant experience, Large complex organization, Stakeholder influence, Selfstarter, Team player, Communication skills, Programming skills, AML modeling techniques, GRA Model Development Tools, Risk models, US regulatory environment"
"Manager, Data Analyst",KPMG US,"Cincinnati, OH",Mid senior,Onsite,"Data Analysis, Data Interpretation, Data Mining, Data Visualization, Data Quality Management, Data Cleansing, Data Modeling, Data Transformation, Statistical Analysis, Machine Learning, SQL, Python, R, Alteryx, Power BI, Tableau, QlikView, Excel, Microsoft Office Suite, Communication, Presentation, Teamwork, Data Integrity, Problem Solving, Analytical Thinking, Attention to Detail, Business Acumen"
"Assistant General Counsel, Privacy and Data Protection",Robinhood,"Washington, DC",Mid senior,Onsite,"Privacy law, Data protection laws, Artificial intelligence, Machine learning, Payment ecosystem technologies, GDPR, CCPA, Data policies, Privacy trainings, Legal practice, Project management, J.D. degree, State bar membership, Consumerfacing technology, Financial services, Inhouse legal experience"
Senior Data Scientist,Harnham,"Oxford, England, United Kingdom",Mid senior,Onsite,"Data Science, Machine Learning, Statistical Analysis, Data Mining, Python, R, Data Science Tools/Frameworks, Healthcare Analytics, Clinical Trial Data, Survey Data, DataDriven Insights, DataDriven Solutions, Collaboration, Technical Leadership, Effective Communication"
Data Analyst- SC Cleared - Infrastructure Digital - Bristol,Turner & Townsend,"Bristol, England, United Kingdom",Mid senior,Onsite,"Data Analysis, Data Warehousing, ETL Processes, Project Controls, Security Clearance, Presentation Skills, Data Quality Assurance, Data Visualization, Data Reporting, Business Scenario Analysis, Model Scenario Analysis, Numeracy Skills"
"Distinguished Engineer, Data Architecture",Jobs for Humanity,"Charlottesville, VA",Mid senior,Onsite,"Data Engineering, AWS, Data Architecture, Python, SQL, Scala, Machine Learning, Distributed Computing, Big Data Processing, Ontology Standards, Financial Experience, Banking Experience, Data Modeling, Data Analytics, Statistical Analysis, Data Visualization, Communication Skills, Problem Solving, Teamwork"
Data & Analytics Portfolio Manager,Conexess Group,"Edison, NJ",Mid senior,Onsite,"Program Management, Data Science, Data Engineering, Service Delivery, Data Insights, Robotic Process Automation, Google Cloud, Looker, SQL, Python, Cloud Architecture Patterns, Data Governance Policies, Communication, Collaboration, Data Visualization Tools, Initiative Driving, Budget Management, Agile"
Lead Data Analyst,InterEx Group,"Miami, FL",Mid senior,Onsite,"Leadership, Data modeling, Statistical analysis, Data visualization, Data analysis frameworks, Methodologies, Best practices, Data mining, Predictive modeling, Data visualizations, Dashboards, Reports, SQL, Python, R, Bachelor's degree, Master's degree, Mathematics, Statistics, Data Science, Computer Science"
Medical Technologist/MLT *SIGN ON BONUS!*,Connected Health Care,"Ashland, OH",Mid senior,Onsite,"Medical Technologist, Patient Diagnosis, Laboratory Equipment, Medical Tests, Test Results, Data Analysis, Interpretation, Collaboration, Medical Professionals, Patient Care, Knowledge of Laboratory Procedures, Medical Technology, Bachelor's Degree, Certification (ASCP AMT equivalent)"
Dental Receptionist - Bromley,Portman Dental Care,"Bromley, England, United Kingdom",Mid senior,Onsite,"Dental Receptionist, Exact, SOE, Patient care, Communication, Organization, Motivation, Teamwork, Proactivity, Time management, Diary management, Recall management, Phone management, Email management, SMS management, New patient enquiries, Customer service, Patient journey improvement"
"Performance Management and Data Analyst II, Grade 25",Montgomery County Government,"Rockville, MD",Mid senior,Onsite,"Data Analysis, Data Interpretation, Program Evaluation, Process Improvement, Statistical Analysis, Tableau, Power BI, Microsoft Power Apps, Microsoft SharePoint, Oracle SQL Developer, SQL, R, Python, Business Intelligence Software, Customer Relationship Management Software, Geospatial Mapping Software, Open Data Platform, Data Integration Tools, Data Manipulation Tools, Performance Metrics, Dashboards, Presentations, Reports, Data Visualization, Data Extraction"
Senior MLOps Engineer,Recruiting from Scratch,"Philadelphia, PA",Mid senior,Onsite,"Machine Learning Ops, Data engineering, ETL pipeline, Product management, Software development, NLP, Reinforcement learning, Deep learning, Python, Scala, TensorFlow, Keras, PyTorch, SQL, NoSQL, AWS, Azure, GCP, Accounting, Finance, Economics, A/B testing, Experimentation, Monitoring, Scalability, Reliability, Autonomy, Flexibility, Teamfirst mentality, Passion, NYCbased, Highdegree of autonomy, Technical authority"
Medical Technologist MT or MLT,Gables Search Group,"Columbus, OH",Mid senior,Onsite,"Medical Technologist, Medical Laboratory Technician, Blood Bank, Laboratory, Clinical, Test, Equipment, Diagnosis, Treatment, Disease, Procedures, Maintenance, Shift Work, Shift Differentials, Sign On Bonus, Relocation Assistance, StateoftheArt Equipment"
Part-Time GEODE Datathon - Data Curators - Department of Biology - Crandall Lab,Penn State University,"University Park, PA",Mid senior,Onsite,"Data Curation, Biodiversity Research, Population Genomics, Spreadsheets, Text Files, Literature Searches, Scientific Literature, Data Standards, Professional Networking, Zoom, Google Forms, Attention to Detail, Organizational Skills"
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Livonia, MI",Mid senior,Onsite,"Machine Learning, Voice Analysis, Speech Processing, Audio Classification, Natural Language Processing, Data Science, Data Collection, Data Analysis, Data Strategy, Model Training, Model Evaluation, Model Deployment, Model Optimization, Cloud Services, Product Development, Product Management, Software Engineering, Communication, Leadership, Research, Planning, Execution, Reporting, Agile Methodologies, Python, Numpy, Pandas, Numba, Torch, Tensorflow, Jupyter, MLFlow, WandB, DataBricks, GCP, AWS, Azure"
Data Center Engineer,Datacenter People,"Manassas, VA",Mid senior,Onsite,"UPS, Generators, HV, PDU's, CRAC units, Graphical information, Alarm data, Electrical apprenticeship, Industrial/manufacturing/commercial/critical environment, Main distribution board switching, ACB's, UPS modes, Critical cooling systems, SLA's/KPI's, Air Conditioning, Humidity control, BMS systems, Plant monitoring, H&S requirements"
Salesforce Database Manager,"Powersolv, Inc.","Providence, RI",Mid senior,Onsite,"Salesforce Health Cloud Application, JIRA, Regression Testing, Test Automation, Change Management, Agile, Software Development Lifecycle, Health Informatics, Service Cloud, Partner Cloud, Customer Cloud, Emotional Intelligence, Communication Skills, Time Management Skills, Strategic Thinking, Tactical Thinking, MultiTasking, Deadlines"
Data Engineer IV - Max Digital (Data Engineering),ACV Auctions,"Arizona, United States",Mid senior,Onsite,"Data Engineering, Database Operations, SQL, Data Services, ETL, SSIS, C#, Web APIs, Software Development, DevOps, Data Modeling, Storage, Message Brokers, Protocols, Interfaces, Systems, Code Reviews, Documentation, Test Suites, Performance, Team Leadership, Troubleshooting, Mentoring, Computer Science, Information Technology, Computer Information Systems, Management Information Systems, OLTP Schema Design, OLAP Schema Design, Airflow, Snowflake, DBT, AWS RDS, S3, SQS, SNS, MongoDB, Unit Testing, Integration Testing, DBT, Authentication, Authorization, Asynchronous Data Flows"
Client Side | Mechanical Design Team Lead | Data Centre,Clear Engineering Recruitment,"London, England, United Kingdom",Associate,Onsite,"Mechanical Design, Data Center Design, Project Management, Leadership, Europe, MEP, CSA, Design Manager, Team Lead, Associate, Director, Senior Associate, Mechanical Lead, Mission Critical, Consultancy, Hyperscale, Colo, HVAC, Cooling"
Data Engineer,TalentPlug LLC,"Wichita, KS",Mid senior,Onsite,"AWS, Apache Spark, Python, Cloud AWS, S3 buckets, Security, Lambdas, Jenkins, Terraform, SQL, Data modeling, Data analysis, Agile Methodology, Debugging, AWS Glue, Informatica"
Senior Applications Database Administrator,NYC Department of Finance,New York City Metropolitan Area,Mid senior,Onsite,"Senior Applications Database Administrator, SAS Databases, ACCESS databases, Network Operations, DevOps, Application Development, Splunk, Oracle, DB2, SqlServer, SAS, ESRI, Windows, Linux, Unix shell scripting, High Availability, Disaster Recover (DR), Application development life cycle, Verbal communication skills, Written communication skills, Organizational skills, Planning skills, Problemsolving skills, Public sector experience, NYC Agency experience, Cyber Security"
Data Engineer,Collabera,"Culver City, CA",Mid senior,Onsite,"Data Engineering, Airflow, Machine Learning Operations, SQL, Python, Ruby, Scala, Big Data, Data Science, Business Leadership, Analytics, Infrastructure, Video, Data Modeling, Data Pipelines, Data Quality, SLAs"
Junior Data Engineer with Security Clearance,ClearanceJobs,"Washington, DC",Mid senior,Onsite,"Data management systems, Data architectures, Data structures, Database technologies, SQL, NoSQL, HPC, ETL, Operational suitability test support, Logistics, Maintenance, Space systems, Ground systems, Ground segments, Manufacturing, Mission planning, Reliability, Availability, Compatibility, Transportability, Interoperability, Maintainability, Safety, Human factors, Manpower supportability, Logistics supportability, Environmental effects, System documentation, Training requirements, Polygraph, TS/SCI clearance, Bachelor's degree"
Data and Regulatory Lawyers,Dept for Business and Trade,"Birmingham, England, United Kingdom",Mid senior,Onsite,"Data sharing, Data handling, Data security, Data protection, Freedom of Information (FOI), Public law principles, Regulatory law, Data governance, Information law, Civil and criminal legislation, Statutory decisionmaking, Legal advice, Problemsolving, Communication, Teamwork, Prioritization, Flexibility, Relationshipbuilding, Legal research, Legal writing, Legal analysis, Litigation, Negotiation, Trial advocacy, Appellate advocacy, Legal ethics, Professional responsibility, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation, Legal research, Legal writing, Legal analysis, Legal drafting, Legal negotiation"
Sr Quantitative Fin Analyst - AML Models,Bank of America,"Charlotte, NC",Mid senior,Onsite,"Quantitative modeling, Financial instruments, Risk assessment methodologies, Antimoney Laundering (AML), Economic sanctions, Fraud detection, Advanced degrees in a qualitative field, Communication, Auditing, Data analytics, Data inputs and outputs, Assumptions and limitations, Audit scope, Audit program, Test procedures, CAMS, CIA, CPA, CRCM, CFE"
"Senior Scientist II, Ophthalmology Multi-omics Data Application",BioSpace,"Irvine, CA",Mid senior,Onsite,"Bioinformatics, Cellular and molecular biology, Genomics, Proteomics, Transcriptomics, Python, R, Data integration, Omics platforms, Tissue processing, Singlecell preparation, Molecular biology, Biochemistry, In vitro culture functional assays, Pharmacology, Molecular target validation, Animal handling, In vivo modeling, Multiomics technology, Data visualisation, Patterns identification, Insights extraction, Innovative approaches, Scientific reporting, Manuscripts, Presentations, Experimental design, Data analysis, Biological and computational approaches, Preclinical experimental design, Human donor samples, Ethical guidelines, Responsible research conduct, Bachelor’s Degree, Master’s Degree, PhD, Effective communication, Organization skills, Crossfunctional teams, Project milestones, Handson experience, Shortterm incentive programs, Longterm incentive programs"
Quality Data Specialist Registered Nurse RN,"Henrico, Parham & Retreat Doctors' Hospitals","Richmond, VA",Mid senior,Onsite,"Quality Data Specialist, Registered Nurse, Clinical information extraction, Data entry, Data validation, Data analysis, Retrospective review, Concurrent review, Clinical data abstraction, Data reporting, Data integrity, Data security, Data confidentiality, Communication, Training, Microsoft Office Suite, Excel, Word, PowerPoint, Spreadsheet, Database, Clinical experience, Computer skills"
Senior Data Analyst,NCSA College Recruiting,"Bradenton, FL",Mid senior,Onsite,"Data Analytics, Agile Development, Scrum, Data Science, Data Warehousing, Data Modeling, Data Integration, Data Visualization, Machine Learning, Statistical Methods, Software Development, Version Control, Jira, Trello, Tableau, Power BI, Fivetran, Stitch Data, Snowflake, Big Query, Redshift, R, Python, SQL"
Senior Machine Learning Engineer - AI,Recruiting from Scratch,"Las Vegas, NV",Mid senior,Onsite,"Machine Learning, Data Preparation, Feature Engineering, Algorithm Selection, Model Evaluation, Model Deployment, Monitoring, Programming, Python, TensorFlow, PyTorch, Deep Learning, Docker, Kubernetes"
Data Engineer - 12 Month Contract,AbbVie,"Mascot, New South Wales, Australia",Mid senior,Onsite,"Apache Spark, Python, SQL, TypeScript, CSS, HTML, JavaScript, Hadoop, Spark, Data pipelines, Data visualization, Data quality, Data processing, Database development, ETL development, Data analysis, BI analytics, Solution development, Information portal, Data catalog, Bachelor's degree in Computer Science"
Senior Data Scientist,BioSpace,"Leonia, NJ",Mid senior,Onsite,"Data science, Omic dataset analysis, Programming, Statistics, Machine learning, Genomics, Epigenomics, Transcriptomics, Proteomics, Metabolomics, Clinomics, Disease diagnosis, Drug development, Rare diseases, Hardtodiagnose diseases"
Senior Data Entry Specialist,Eurofins PSS Insourcing Solutions,"Lancaster, PA",Mid senior,Onsite,"Data Review, Cell and Molecular Biology, CGMP, GLP, SOPs, Analytical procedures, GLP/GMP, Computer skills, Scientific skills, Organizational skills, Communication skills, Ability to learn new techniques, Ability to perform multiple tasks simultaneously, Ability to keep accurate records, Ability to follow instructions, Ability to comply with company policies, High School Diploma, US work authorization"
Sr Data Modeler / Data Architect,Abbott,"Lake Forest, IL",Mid senior,Onsite,"Data modeling, Data architecture, Data engineering, Data analytics, Azure Data Lake, Synapse, Power BI, PowerON, Azure Data Factory, Azure Data Lake House, SAP BW/Hana, Azure Delta Lake, Software Life Cycle, Waterfall methodology, Agile methodology, Python, Spark, SCALA, SQL Server, Microsoft Azure"
Senior Data Engineer,WorkatHome-JobBoard,"Calgary, Alberta, Canada",Mid senior,Onsite,"Data Engineering, Data Architecture, ETL Development and Testing, Data Modeling, Data Pipelines, Python, Snowflake, Powershell, Fivetran, Coalesce, DBT, Informatica, CI/CD, DevOps, ERP Systems, Apex, Onbase, Command, CDC, Batch, Streaming, APIs, Data Transformation, Data Security, Master Data Management, Business Intelligence, Cloud Data Lakes, Delta Lakes, Managed Data Warehouse Solutions, Strong Analytical Skills, Excellent Communication Skills, Attention to Detail, Strong Organizational Skills, Ability to Adapt to Evolving Technologies, Proactive Approach to ProblemSolving, Continuous Learning, Bachelor's Degree in Computer Science or Information Technology"
Data Analyst,Ekodus,"Dallas, TX",Associate,Onsite,"Data Analysis, Python, SQL Server, SQL, Windows, PowerShell, Data Pipelining, Snowflake, AWS, Integration, Automation, MDM, Serverless"
Senior Database Developer,TekSynap,"New Orleans, LA",Mid senior,Onsite,"Oracle, SQL, PL/SQL, Unix/Linux, Windows, ETL, Database design, Database optimization, Data security, Data modeling, Data migration, Troubleshooting, Problemsolving, System analysis, Entry on Duty (EOD), US citizenship, Strong analytical thinking, Ability to work independently and as part of a team, Excellent communication and interpersonal skills, Bachelor's degree in Engineering/Computer Science or related field, Eight years of relevant experience including systems analysis and technical lead roles"
