Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
River,River,Bishop Briggs,1/22/2016,TCACL1648391,"2,805",26.5,"547,304,707","93,449","17,009,946",68.0,"566,895,107","8,058,632","2,927,089","432,649,655","4,144,883,692","56,048,945",48.0,"23,803",23,11.0,"5,595",14.0,"136,527,961","114,975",,"4,876,569",,0
But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,5/5/2023,USUG12302602,"4,255",20.5,"36,475,819","6,175","3,480,683",53.0,"1,589,418","14,475","2,242","488,118","8,897,673",,15.0,"123,864",30,4.0,"170,912",19.0,"30,257,772","3,927",,"206,562",,0
Hass Hass,Hass Hass - Single,Diljit Dosanjh,10/27/2023,INW262318603,"1,370",40.1,"106,514,756","10,191","8,686,387",70.0,"148,785,957","1,400,528",,982,"15,940","252,982,308",13.0,"2,009",,2.0,"10,573",37.0,,,,"289,631",,0
Small Town Boy,Small Town Boy,Dustin Lynch,2/17/2017,US58E1700584,"4,336",20.2,"333,982,743","34,123","5,288,629",61.0,"266,675,091","1,417,694","24,576","2,184,778","17,970,098","437,206,591",,"132,781",22,3.0,"3,668",18.0,"535,628,333","121,546",,,,0
Copa Vacï¿½,Copa Vacï¿½ï¿½a - Si,Shakira,6/29/2023,USQX92300694,"4,040",21.2,"147,537,573","17,322","17,844,679",63.0,"13,918,496","120,215","16,923","5,394,153","68,517,237",,46.0,"45,181",317,37.0,"662,279",31.0,"4,161,017",802,,"477,464",,0
Tal Para Cual,Tal Para Cual,Salastkbron,1/11/2024,AR5UH2301964,"1,867",33.6,"54,141,672","5,115","10,033,097",70.0,"89,396,830","355,314",,,,"195,623,398",,183,,2.0,"6,018",13.0,,,,"36,160",,0
New Jeans,NewJeans 'Super Shy',NewJeans,7/7/2023,USA2P2330067,"2,840",26.3,"253,890,110","22,593","5,131,270",73.0,"32,342,210","1,238,077","93,504","33,300,089","242,425,753","52,890,440",7.0,350,,1.0,"18,402",14.0,"880,833","3,042","1,675,417","221,882",,0
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/2020,QZDQH1908793,"3,587",22.7,"1,969,714",502,"83,027",29.0,"678,412,558","2,502,471","2,322","547,396","10,405,552","17,029,446",,,,,,3.0,"516,773","1,499",,,,0
M.A.I,111,Milo j,11/30/2023,UYB282384010,"1,471",38.2,"163,958,167","12,417","15,958,224",76.0,"86,105,258","868,068",,"327,781","1,805,126","655,485,361",2.0,156,,11.0,"7,137,853",1.0,"15,146",81,,"478,702",,0
Where Are ï¿½ï¿½ Now (with Justin Bie,Skrillex and Diplo present Jack ï¿,Jack ï¿,2/24/2015,USAT21500555,"2,036",31.9,"1,100,392,417","117,948","37,006,559",69.0,"1,343,498,789","7,017,961","33,476","781,713","1,292,397","246,356,209",11.0,"43,071",74,126.0,"615,957",65.0,"270,250,732","213,577",,"25,076",,0
Kya Loge Tum,Kya Loge Tum,B Praak,5/15/2023,INUM72300286,"1,238",42.6,"89,701,636","2,561","1,939,449",57.0,"375,460,772","3,277,504","22,300","649,330","15,339,768","85,756,632",3.0,272,,,,5.0,720,,,"104,287",,0
Sum 2 Prove,Sum 2 Prove,Lil Baby,1/10/2020,USUG11902886,807,54.0,"444,934,033","141,088","17,349,295",66.0,"411,628,542","2,868,681","191,154","26,909,802","238,372,502","7,285,479",63.0,"65,318",37,14.0,"145,275",6.0,"124,269,386","38,557","68,048,035","1,925,871",,1
LA PEOPLE II,LA PEOPLE II,Peso Pluma,3/21/2024,QM4TX2458976,978,48.9,"123,243,341","5,069","34,480,158",79.0,"53,762,979","472,820",,"171,600","3,100,000",,13.0,8,,4.0,"1,081,795",14.0,"2,185,039","1,024",,"121,403",,1
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,11/20/2020,USRC12003364,"2,101",31.5,"795,449,825","89,489","26,707,311",67.0,"156,172,635","2,182,645","59,449","27,673,273","248,223,677","18,039,448",199.0,"204,128",65,72.0,"1,381,166",38.0,"34,048,116","9,490",,"2,311,374",,0
BABY NUEVA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364191,"2,283",30.0,"118,835,954","23,373","9,125,370",,"29,487,901","386,863","40,400","4,048,330","37,952,552",,5.0,954,,,,3.0,"6,977,653","1,304",,"399,333",,1
Smells Like Teen Spirit,Nevermind (30th Anniversary Edition Super Deluxe),Nirvana,9/24/1991,USGF19942501,"4,510",19.6,"2,021,910,364","410,054","113,406,994",77.0,"348,081,676","4,710,499","264,172","95,247,745","720,283,921","837,901",287.0,"146,813",287,256.0,"3,993,523",97.0,"691,979,509","317,966","13,047,851","12,775,440",,0
Rainy Days,Layover,V,8/11/2023,USA2P2339028,"3,776",22.0,"253,540,909","10,383","13,943,814",70.0,"67,113,019","3,432,701",866,"1,173,702","5,236,353","119,265,847",4.0,"1,454",17,7.0,"115,953",6.0,"2,140,518",455,,"258,925",,0
I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,7/24/2015,USUM71509342,"1,757",34.8,"1,949,596,473","230,708","75,554,079",76.0,"28,931,814","344,218","86,209","13,537,686","141,060,421","11,818",232.0,"121,489",,88.0,"400,591",44.0,"424,769,855","323,572",,"23,744,240",,1
Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,1/1/2013,USSD11300197,"2,266",30.0,"751,508,028","76,654","28,891,369",74.0,"2,243,582,425","6,525,279","110,257","23,003,530","240,862,996","361,024,153",46.0,"15,365",8,37.0,"458,762",36.0,,,,"4,633,986",,0
Ballena,Ballena,Vulgo FK,7/13/2023,BRRGE2300535,"1,354",40.3,"174,583,156","28,303","9,617,276",66.0,"160,585,664","1,054,820","40,600","14,352,909","181,541,988","7,893,205",20.0,17,,23.0,"288,762",15.0,,,,"183,816",,0
This City,Not a Hobby,Sam Fischer,1/19/2018,TCADL1840559,"3,767",22.0,"633,467,655","74,321","32,015,799",63.0,"26,434,293","260,550","1,414,817","162,027,612","1,120,361,528","5,356",109.0,"43,085",83,44.0,"297,171",4.0,"34,430,527","25,733","27,508,804","1,565,404",,0
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364199,175,114.2,"689,181,455","61,138","90,492,257",83.0,"183,381,482","738,123","213,300","49,332,435","487,440,417","546,833,520",67.0,"32,507",175,51.0,"13,729,294",44.0,"14,039,085","3,684","2,473,108","930,098",,1
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,3/3/2017,USUM71702120,"3,347",23.7,"426,104,353","47,827","17,515,452",68.0,"1,075,650,402","4,140,985","7,160","2,166,168","19,811,260","169,913,135",50.0,"2,239",,16.0,"100,201",20.0,"60,221,325","16,680",,"1,316,950",,1
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/2022,ZZOPM2235984,"3,559",22.8,"281,829,019","58,130","8,587,722",62.0,"49,681,285","476,250",,,,"309,611,524",14.0,"4,820",,8.0,"26,602",2.0,"110,512",,,"479,341",,0
Goin' Off,Goin' Off,Karan Aujla,5/9/2024,AUBEC2438653,"1,118",44.9,"13,606,839",836,"4,594,419",70.0,"32,342,705","498,580",,,,"19,904,542",14.0,59,,,,13.0,,,,"33,780",,0
Sent Gamkauwa,Sent Gamkauwa,Shivani Singh,5/19/2023,ING642303429,"1,717",35.3,"29,424,141",487,"282,647",62.0,"319,210,127","1,342,225",393,"17,267","153,512","182,061,559",,,,,,,,,,"13,526",,0
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208783,218,104.4,"706,356,280","166,277","62,975,073",77.0,"172,653,099","1,750,863","32,432","14,181,961","108,461,504","205,280,243",56.0,"72,856",331,13.0,"1,040,628",41.0,"27,896,080","16,722","22,121,803","2,363,066",,1
Wasted Summers,Wasted Summers,juju<3,7/12/2023,QZNWT2328449,"3,307",23.9,"145,323,071","25,526","11,685,238",73.0,"3,663,144","87,691","272,260","104,929,528","725,884,052","24,535",10.0,67,93,,,,,,"1,693","230,133",,0
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,USA2P2330072,"3,425",23.4,"165,916,276","17,423","3,301,778",70.0,"52,705,822","887,461","43,015","13,217,486","92,644,726","9,441,934",6.0,"4,205",31,3.0,"65,546",30.0,"570,444",456,"861,470","139,260",,0
Streets,Hot Pink,Doja Cat,11/7/2019,USRC11903460,686,58.3,"1,056,939,084","154,003","62,848,076",75.0,"702,463,556","8,269,225","1,629,600","573,666,785","3,347,862,526","458,124,201",155.0,"3,474",57,39.0,"318,451",17.0,"14,397,719","52,318","34,660,570","6,716,450",,1
ýýQuýý Nos Pasýý?,ýýQuýý Nos Pasýý? - Single,Anuel AA,5/26/2022,QM6MZ2220000,"3,926",21.5,"161,990,851","31,668","4,718,236",68.0,"187,450,025","1,297,403","9,929","2,748,358","28,786,547","341,414,931",5.0,576,,1.0,"31,377",,"1,465,671",515,,"412,492",,1
Ma Fi Leil,Ma Fi Leil,Nassif Zeytoun,4/16/2024,LBA132400447,"1,806",34.2,"1,579,231",195,"741,333",,"43,912,255","427,835",,,,"2,635,256",4.0,124,,3.0,"41,160",,,,,"83,701",,0
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,12/10/2020,US2BU2001211,"3,910",21.6,"164,788,147","23,301","15,473,906",62.0,"426,336,235","1,881,474","20,700","3,047,195","44,074,315","15,887,557",23.0,"27,670",21,5.0,"14,722",13.0,"20,338,538","8,701",,"1,159,159",,0
Modo DND,Modo DND,Xavi,10/28/2023,USA2P2352296,"1,437",38.8,"186,482,379","11,318","9,655,843",,"123,373,203","596,064",,,,"960,027,238",2.0,123,,10.0,"2,327,932",1.0,"3,940,214","1,341",,"316,408",,1
Mi Bello Angel,Nata Montana,Natanael Cano,6/30/2023,USWL12301027,"1,421",39.1,"349,522,530","23,359","14,819,855",76.0,"146,063,277","734,128","8,095","9,061,160","55,484,022","242,792,313",19.0,"1,264",,8.0,"1,485,972",8.0,"8,057,504","3,441",,"389,913",,1
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,USSM11914370,"3,623",22.6,"382,565,051","85,310","24,209,669",69.0,"121,875,542","986,189","62,502","17,799,186","123,745,488","1,263,721",55.0,25,24,14.0,"71,931",1.0,"26,786,493","21,467","21,223,826","1,222,113",,0
Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,2/3/2021,USSD12100003,"2,353",29.4,"364,856,266","76,669","15,412,661",62.0,"214,069,737","2,307,973","1,403,400","122,737,092","1,045,339,221","11,945,131",57.0,"14,881",16,15.0,"192,642",20.0,"1,572,648","2,206",,"955,292",,0
Escï¿½ï¿½n,Escï¿½ï¿½n,ýýengo Flow,8/25/2023,QZ7R42353128,"2,736",26.9,"63,748,913","11,841","9,184,869",60.0,"109,386,782","532,629","13,700","438,906","4,695,060","434,486,494",4.0,481,113,4.0,"34,988",,"306,518",289,"420,845","202,893",,1
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,6/1/2023,USAT22305791,"2,680",27.2,"100,094,720","10,333","11,971,076",62.0,"114,762,460","834,616","389,200","34,507,211","686,876,114","2,604,422",,,183,12.0,"233,950",,"8,878,410",902,"305,973",,,0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,USUM72000788,572,63.7,"1,456,635,235","241,715","56,568,076",78.0,"657,464,189","10,293,443","162,256","37,734,089","310,162,794","280,494,505",76.0,"1,087",110,61.0,"502,301",26.0,"151,276,536","248,709",,"3,056,826",,1
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,9/15/2023,USWB12302870,"1,548",37.3,"111,155,129","8,444","40,989,352",80.0,"37,550,792","381,020","2,618","284,583","5,248,242","13,566,277",61.0,"49,914",35,35.0,"14,880,080",34.0,"55,552,416","7,112",,"816,466",,0
Fly Away,Fly Away,Tones And I,11/13/2020,USAT22006865,"4,076",21.1,"419,557,907","58,857","14,747,928",64.0,"60,022,490","600,320","458,353","84,319,796","1,034,246,968","920,471",121.0,"77,964",,25.0,"49,224",6.0,"40,419,797","12,929","1,863,329","1,881,817",,0
No Se Vale,un,Camilo,2/7/2024,USSD12400019,883,51.4,"19,388,370","1,341","7,152,408",,"19,658,783","136,351","871,174","22,013,623","441,343,495","110,742,872",1.0,"1,370",,11.0,"1,544,792",,"196,350",63,,"42,410",,0
Wife,Wife,(G)I-DLE,1/21/2024,KRA392300032,"2,643",27.4,"58,909,647","3,850","12,472,972",,"65,760,732","1,341,331",,,,"1,405,713,659",3.0,288,,1.0,"151,363",13.0,"130,093",122,,"82,069",,0
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,4/28/2023,USE7D2300024,"3,327",23.8,"173,061,521","18,616","5,085,706",67.0,"53,668,901","343,308","143,900","22,419,288","239,225,982","53,205,932",11.0,2,1,2.0,680,2.0,"23,293,442","2,938","958,109","604,065",,0
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,8/4/2023,USUM72311229,"2,967",25.6,"96,105,220","17,341","10,481,728",60.0,"40,245,884","594,327","253,268","62,889,421","531,122,265","82,583",16.0,"2,188",69,16.0,"179,869",44.0,"1,583,340","1,130","742,848","443,624",,1
If We Being Rï¿½ï,2093,Yeat,2/16/2024,USUM72401643,812,53.8,"92,517,121","10,195","13,681,051",80.0,"4,695,846","79,415",,,,,19.0,584,,10.0,"1,802,148",3.0,"167,577","1,061","5,704,007","1,371,705",,1
MONEY,LALISA,LISA,9/10/2021,KRA402100099,210,105.5,"1,189,335,848","103,236","33,637,835",73.0,"1,323,718,887","20,328,622","3,707,867","1,292,738,947","12,516,703,531","1,203,702,704",54.0,"29,685",461,29.0,"484,446",25.0,"4,765,438","18,921",,"3,720,737",,1
Slow It Down,Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89.4,"202,667,139","11,945","116,623,933",85.0,"25,188,125","291,189",,"349,400","3,500,000","126,501,922",56.0,"36,922",326,37.0,"6,074,638",74.0,"16,853,510","3,223","442,051","518,777",,0
My Oh My (feat. DaBaby),Romance,Camila Cabello,12/6/2019,USSM11914257,"1,218",42.9,"703,865,912","78,873","23,552,368",68.0,"344,504,691","5,473,016","1,434,048","288,727,576","2,298,790,080","262,934,830",74.0,"243,345",170,41.0,"101,125",21.0,"136,780,685","92,037","16,327,957","3,703,911",,0
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,3/5/2021,USUG12101042,985,48.6,"793,287,638","225,513","37,094,631",71.0,"104,966,782","872,923","36,542","45,722,496","319,496,635","783,169",130.0,"18,714",82,21.0,"693,216",18.0,"57,284,328","23,173",,"2,221,501",,1
Wish,Wish,Diler Kharkiya,11/20/2020,INS922000422,"3,598",22.6,"10,848,948","1,036","186,826",45.0,"681,881,643","3,559,389",471,"58,718","1,327,611",,,,,,,,,,,"42,722",,0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,"406,319,778","42,283","16,439,412",80.0,"84,066,193","368,256","117,408","7,626,726","99,492,470","606,650,627",50.0,"262,596",145,2.0,"2,456",19.0,"181,953,005","27,501","7,289,828","1,185,776",,0
BOA,BOA,Megan Thee Stallion,5/9/2024,USAT22402630,"1,663",35.8,"21,644,029","1,925","30,906,340",79.0,"10,463,067","429,765",,,,,24.0,6,145,17.0,"389,066",36.0,"4,294,567",619,"298,093","54,541",,1
Number 2,Number 2 / Never Last,Lil Tecca,5/3/2024,USUM72404634,"2,914",25.8,"20,742,763","3,204","22,484,728",,,,,,,,11.0,33,4,1.0,"296,367",6.0,"326,922",83,"721,526",,,1
Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,USUM71210785,"2,167",30.8,"1,476,217,041","352,198","59,811,242",75.0,"385,175,377","3,054,056","1,174,942","197,659,809","1,484,578,640","9,778",117.0,188,7,32.0,"565,677",13.0,"304,362,215","166,654",,"6,010,383",,1
Mil Preguntas,Mil Preguntas - Single,The La Planta,3/7/2024,BK4DA2407011,"2,567",27.9,"27,026,914","2,367","8,527,648",70.0,"46,888,149","156,738",,,,"141,902,141",2.0,530,,6.0,"326,442",8.0,,,,"63,178",,0
More Than My Hometown,More Than My Hometown,Morgan Wallen,4/17/2020,QZ22S1800117,"2,755",26.8,"503,296,417","55,067","8,724,047",74.0,"198,319,407","665,110","101,364","12,089,070","124,574,139","360,980,228",27.0,"114,836",31,3.0,"3,237",9.0,"183,787,853","38,592","4,962,564","986,413",,0
Music For a Sushi Restaurant,Harry's House,Harry Styles,5/20/2022,USSM12200609,"1,649",36.0,"408,265,830","54,371","24,669,724",67.0,"72,040,046","1,550,840","516,892","526,043,799","5,701,956,773","46,597,448",52.0,"158,567",593,15.0,"215,997",38.0,"9,943,379","10,001",,"1,220,670",,0
Brown Munde,Brown Munde,AP Dhillon,9/18/2020,TCAFC2063050,"2,148",31.0,"267,617,808","37,741","5,454,166",64.0,"756,395,439","7,889,556","222,602","15,409,897","182,472,232",,20.0,"1,757",,1.0,"1,097",2.0,"491,910","1,515",,"557,124",,0
There I Go (feat. J. Cole & Mike WiLL Made-It),There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,8/25/2023,USAT22308234,"4,328",20.2,"19,690,183","10,081","2,873,893",48.0,"8,714,858","141,807","2,835","513,230","5,082,017","181,694,453",,"81,064",659,,,,,,,,,1
Dï¿½ï¿½,Dï¿½ï¿½,Teya Dora,3/22/2023,FRX202362720,"1,332",40.7,"125,289,731","25,929","2,777,533",65.0,"150,869,846","2,405,158","311,288","69,237,529","855,679,980","2,968,009",20.0,"1,302",,5.0,"2,700",,,,,"6,583,285",,0
Patadas de Ahogado,Patadas de Ahogado,LATIN MAFIA,11/3/2023,MXF012301101,"2,161",30.9,"127,503,950","18,981","16,280,436",,"39,927,538","505,055",,,,"35,520,584",20.0,"2,573",59,25.0,"13,071,683",31.0,"164,324",337,,"775,879",,0
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,8/25/2022,NGA3B2214021,53,198.0,"1,391,688,322","163,876","130,963,116",77.0,"902,742,581","8,099,187",599,"48,035","2,857,920","750,030,685",316.0,"1,107,265",,112.0,"11,937,930",146.0,"52,073,859","41,487","5,820,026","3,521,951",,0
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6/24/2022,USAT22205563,"1,542",37.4,"947,763,871","59,942","47,877,896",72.0,"65,306,295","1,305,561","5,486","2,914,991","20,119,789",,24.0,"171,718","1,282",1.0,"30,007",,,,,,,0
The Alchemy,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401042,"2,513",28.3,"106,201,248","2,992","15,108,991",,"5,521,347","70,034",,,,,19.0,290,,11.0,"226,234",47.0,"2,070,315","1,695",,"24,502",,0
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,12/22/2023,INS182303704,"3,519",23.0,"26,192,177","1,252","1,466,065",,"83,675,431","568,393",,,,"331,489,524",6.0,799,,,,13.0,,,,"53,388",,0
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,6/14/2019,INS181903758,"2,372",29.3,"211,095,929","15,632","8,831,229",63.0,"325,655,059","2,524,096","5,710,312","5,797,183","94,600,665","91,612,412",16.0,215,,,,2.0,,,,"299,317",,0
WANNABE,IT'z ME,ITZY,3/9/2020,US5TA2000006,"2,825",26.3,"365,845,397","29,751","5,840,656",66.0,"731,488,947","8,414,274","116,880","56,690,917","362,463,277","40,824,041",23.0,"2,293",29,9.0,"45,969",26.0,"2,698,145","3,933",,"698,118",,0
Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,Lean On (feat. Mï¿½ï¿½ & DJ Snake) [J Balvin & Farruko Re,Major Lazer,9/4/2015,FR6P11501180,"1,030",47.4,"53,822,187","2,081","465,455",,"3,617,929,617","17,418,989",,37,956,"1,393,748,323",,,,1.0,234,,,,,,,0
ISABELLE,ISABELLE,Sefo,6/8/2022,QM6N22220696,"4,398",20.0,"90,838,757","22,248","2,370,123",53.0,"203,958,899","721,936","10,328","586,162","19,777,868","61,468",9.0,"14,924",,1.0,"26,216",,,,,"332,021",,0
Rodeo (Remix),Rodeo (Remix) - Single,Lah Pat,2/24/2023,USAT22301387,"1,695",35.5,"160,163,510","26,131","10,508,416",72.0,"104,715,948","1,179,825","10,708","4,339,998","32,904,652","116,693",7.0,"31,402",26,5.0,"79,748",4.0,"10,266,156","8,290","5,540,544","2,351,135",,1
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,USUM71214600,"3,586",22.7,"757,522,352","224,483","30,472,220",74.0,"101,146,931","1,073,571","186,541","59,591,708","450,672,924","2,329,764",36.0,"1,404",51,9.0,"17,953",6.0,"199,348,206","785,640","385,854","1,130,370",,1
30 GRADOS RKT,30 GRADOS RKT,RUNE,6/8/2024,QZNWU2434670,"1,422",39.1,"50,652,672",2,"1,670,163",,,,,,,,,,,,,,,,,,,0
World on Fire,NATE SMITH (DELUXE),Nate Smith,4/28/2023,USRN12300006,"1,183",43.6,"100,360,956","15,383","9,521,311",69.0,"12,196,961","98,714","45,372","6,096,788","57,109,846",,19.0,"242,951",37,6.0,"23,353",17.0,"66,436,990","4,806",,"415,236",,0
Danza Kuduro - Cover,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,LOVE BGM JPN,5/14/2024,TCJPA2406007,31,249.8,"1,645,079,292",,,,,,,,,,,,,,,,,,,,,1
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,12/28/2018,MXF011900173,"3,797",21.9,"417,257,612","76,682","17,689,258",62.0,"301,418,451","2,797,161","254,653","14,054,827","219,625,896","11,788,182",71.0,"15,903",40,30.0,"1,207,372",7.0,"106,581,925","52,833",,"5,980,614",,0
Nature Sounds with Music: Inspiring Thunder and Rain with Relaxing Music,Nature Sounds with Music: Inspiring Thunder and Rain with Relaxing Music,Jamie Llewellyn,12/27/2013,QMBZ91375750,"4,438",19.8,"240,712",,,,,,,,,,,,,,,,"1,759,451","1,996,608",,,,0
De Fresa y Coco,De Fresa y Coco,Luis R Conriquez,11/10/2023,QMANG2226771,"2,445",28.8,"81,186,913","7,818","5,727,811",,"92,334,733","526,817",,,,"242,836,946",3.0,3,,1.0,"2,878",1.0,"340,543","2,169",,"147,308",,0
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,GBUM72005748,435,73.9,"1,151,629,030","201,783","55,679,157",77.0,"456,651,608","6,111,089","1,448,920","467,181,048","3,401,301,248","244,384,379",164.0,"173,512","1,303",63.0,"488,896",60.0,"53,202,036","41,954","18,082,840","6,239,619",,0
Out thï¿½ï¿½,Lyfï¿,Yeat,9/9/2022,USUM72217063,907,50.6,"338,097,605","85,480","16,509,403",73.0,"54,214,841","680,291","47,215","15,066,093","117,839,587","18,856,089",14.0,63,37,1.0,"58,975",,"1,750,477","4,925","26,616,347","664,273",,1
Marvins Room,Marvins Room,Drake,7/22/2011,USCM51100267,"3,624",22.5,"597,923,434","102,247","25,718,396",68.0,"201,599,895","1,427,945","27,417","22,548,238","138,482,890","10,451,007",81.0,185,16,12.0,"148,200",37.0,"514,851,526","1,225,805","2,647,672",,,1
Run BTS,Proof,BTS,6/10/2022,USA2P2226298,"4,132",20.9,"439,395,056","23,010","21,676,194",71.0,,,"1,159,736","489,821,873","2,849,048,545",,6.0,"1,176",,2.0,"25,844",9.0,"1,661,771","2,708",,"951,555",,0
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,QZ22S1800006,"3,466",23.2,"609,984,789","66,397","14,589,013",74.0,"255,780,709","1,101,498","91,600","18,502,723","142,412,314","400,499,073",43.0,"162,999",8,4.0,"3,383",12.0,"231,456,245","81,165",,"1,494,580",,0
SPIT IN MY FACE!,SPIT IN MY FACE! - Single,ThxSoMch,12/20/2022,USAT22223103,"1,895",33.3,"519,330,096","67,639","18,087,902",74.0,"255,558","3,748",,,,,26.0,"2,969",,7.0,"22,420",11.0,"1,778,625","5,601",,"1,841,098",,1
