link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/bernanke-address-future-commencement_us_5bb2f53ee4b0480ca65f8725,Ben Bernanke Optimistic About Future Innovation In Commencement Address,BUSINESS,"""Nobody really knows; as Berra also astutely observed, it's tough to make predictions, especially about the future. But there","Reuters, Reuters",2013-05-18
https://www.huffingtonpost.com/entry/notre-dame-mike-pence-commencement_us_5921b3e6e4b094cdba54c801,Notre Dame Students Walk Out During Mike Pence's Commencement Speech,POLITICS,Some graduates wore rainbow flags as they walked out.,Igor Bobic,2017-05-21
https://www.huffpost.com/entry/kristen-bell-privilege-school-year-2020_l_5f582419c5b62874bc156bdf,"Kristen Bell Talks Privilege, The Confusing School Year And Giving Kids Grace",PARENTING,"The ""Good Place"" star opened up about how she's navigating 2020 with her family.",Caroline Bologna,2020-09-15
https://www.huffingtonpost.com/entry/human-civilization-longevity_us_5baebd47e4b014374e2ebab0,"Human Civilization Could Become Quasi-Immortal, Astrobiologist Says",SCIENCE,"Civilizational crossroads Civilization is facing a bottleneck, said Seth Shostak, a senior astronomer with the SETI Institute","LiveScience, LiveScience",2013-12-22
https://www.huffingtonpost.com/entry/korean-fifty-shades_n_6822096.html,Korean 'Fifty Shades' Parody Has Crazy Twist You Won't See Coming,COMEDY,,Ron Dicker,2015-03-07
https://www.huffingtonpost.com/entry/margarethe-von-trottas-ha_us_5bb42ca4e4b066f8d255aadd,Margarethe von Trotta's Hannah Arendt,ENTERTAINMENT,Indeed thinking itself is the leitmotif of the film. We see Arendt (Barbara Sukowa) taking both lessons in thinking and love,"Francis Levy, Contributor
Writer",2013-06-08
https://www.huffingtonpost.com/entry/doanld-trump-jr-elitism_us_578edf59e4b0f180da6399a0,"Donald Trump Jr., Of All People, Denounces Fancy Schools And Elitism",POLITICS,Did he forget who he is?,Janie Velencia,2016-07-20
https://www.huffingtonpost.com/entry/jeff-merkley-koch-brothers_n_6194302.html,Democratic Senator Explains How He Survived The GOP Wave,POLITICS,,Amanda Terkel and Ryan Grim,2014-11-22
https://www.huffingtonpost.com/entry/kendall-jenner-bikini-shoot_us_5b9b94b6e4b03a1dcc78cbf3,Kendall Jenner Bikini Shoot: Overly Airbrushed? (PHOTOS),STYLE & BEAUTY,"PHOTOS: Alas, Kendall Jenner seems to have gotten a decent dose of The Photoshop in her most recent bikini shoot for Flavor",Jessica Misener,2012-04-16
https://www.huffingtonpost.com/entry/charlie-sheen-anger-management_us_5b9b90f3e4b03a1dcc78aa81,Charlie Sheen's 'Anger Management': Denise Richards To Guest Star In New Show,DIVORCE,"In the series, debuting June 28, Sheen portrays a professional baseball player-turned unlikely anger management therapist",,2012-04-12
https://www.huffingtonpost.com/entry/chrissy-teigen-beyonce_us_5aba41fce4b0decad04e1dd1,Chrissy Teigen Says She Knows Which Actress Bit Beyoncé In The Face,ENTERTAINMENT,SPILL THE TEA.,Cole Delbyck,2018-03-27
https://www.huffingtonpost.com/entry/lightsaber-nasa-photo-hubble_us_5672d54be4b0648fe30265f1,Hubble Telescope Spots A Double-Bladed Celestial 'Lightsaber',SCIENCE,"Even the universe is excited about the new ""Star Wars"" movie, it seems.",Ryan Grenoble,2015-12-17
https://www.huffingtonpost.com/entry/john-lewis-donald-trump-crime-infested_us_587abffae4b0b3c7a7b1c2a9,John Lewis' Diverse District Bashes Donald Trump For 'Crime Infested' Slam,POLITICS,The president-elect's characterization of the area in and around Atlanta was not very accurate.,Mary Papenfuss,2017-01-15
https://www.huffingtonpost.com/entry/can-kids-thrive-in-a-no-rule-zone_us_5b9dd6bbe4b03a1dcc8d9968,Rules-Shmules! Can Kids Thrive in a No-Rule Zone?,PARENTING,It is time for a new way of constructing childhood. One where the child is the constructor and we are simply the providers of the bricks and mortar.,"Shefali Tsabary, Contributor
Clinical Psychologist & Author, 'The Conscious Parent' and Out...",2014-02-05
https://www.huffingtonpost.com/entry/scared-of-flying-25-expla_b_7598372.html,Scared of Flying? 25 Explanations for the Strange Sounds You Hear in a 747,TRAVEL,"Ok. I used to work at Boeing and repaired the computerized part of the machines which put together 747's. People not familiar with airplanes are scared because they are forced to be quiet and go along with acting normal while stuck in a tube hurtling through the air at 600 miles an hour, and 30,000 feet above the earth. What could go wrong?","Quora, ContributorThe best answer to any question",2015-06-24
https://www.huffingtonpost.com/entry/nationalizing-appreciatio_b_6520266.html,Give All Americans a Mandatory Civics Exam,IMPACT,"Think about it. We rarely discuss or even ponder what it means to be an American in our daily lives. When was the last time you sat down and said to yourself, or thought for a moment, or even said in a prayer: ""Thank God that I am American""?","Steven Kurlander, ContributorAttorney and Blogger",2015-02-02
https://www.huffingtonpost.com/entry/6-reasons-not-to-stress-about-being-single_b_5237213.html,6 Reasons Not to Stress About Being Single,WOMEN,Being alone does not mean you have to be lonely. And it certainly doesn't mean you have to spend every waking hour looking for someone to share your alone time with.,"Chevonne Harris, ContributorEditor, AdoreColour.com",2014-05-29
https://www.huffingtonpost.com/entry/bathrooms-with-a-view_us_5b9ce5e0e4b03a1dcc82cb16,32 Hotel Bathrooms With Amazing Views (PHOTOS),TRAVEL,Here are our favorite hotel views from the best seat in the house.,"Oyster.com, Contributor
The Hotel Tell-All",2013-03-07
https://www.huffingtonpost.com/entry/nicu-nurse_us_5b9d83a5e4b03a1dcc88fe81,Dear NICU Nurse,PARENTING,I didn't know that you would be the one to hold and rock my baby when I wasn't there. I didn't know you. I didn't know how intertwined our lives would become. I know you now. I'll never be able to think of my child's life without thinking of you.,"Heather Hucks, Contributor
Blogger, 'Preemie Babies 101'",2013-09-15
https://www.huffingtonpost.com/entry/baby-girl-born-5-weeks-after-her-twin-brother_us_570ba488e4b0142232495f24,Baby Girl Born 5 Weeks After Her Twin Brother,PARENTS,"Doctors describe it as ""delayed interval delivery.""",Taylor Pittman,2016-04-11
https://www.huffingtonpost.com/entry/lena-dunham-fashion-week_us_5b9d9184e4b03a1dcc899a38,Lena Dunham's Fashion Week Debut Is A Major Style Step For The Actress (PHOTOS),STYLE & BEAUTY,"Want more? Be sure to check out HuffPost Style on Twitter, Facebook, Tumblr, Pinterest and Instagram at @HuffPostStyle. Welcome",,2013-10-02
https://www.huffingtonpost.com/entry/christopher-swanson-suicide_us_5ba29f26e4b0c2784da3991e,"Christopher Swanson, Former Pennsylvania Teacher, Allegedly Put Suicide Note Online",CRIME,"Christopher Swanson, 41, was found dead early Friday in front of a fountain on the Mercyhurst University Campus in Erie. He",David Lohr,2013-09-21
https://www.huffingtonpost.com/entry/hamilton-musical-auditions_us_56f2b1e8e4b02c402f65d867,"Gentle People Of The Internet, Here Is Your Chance To Be In 'Hamilton'",ARTS & CULTURE,Are you aware that (you could be) making hist’ry?,Katherine Brooks,2016-03-23
https://www.huffingtonpost.com/entry/visualizing-the-aids-epidemic-aids-education-posters_us_5a207935e4b0545e64bf914b,"Visualizing The AIDS Epidemic: A Stunning Collection Of Over 8,000 AIDS Education Posters",QUEER VOICES,Over 8000 of them have been donated to date.,"Jessica Lacher-Feldman, ContributorAssistant Dean and Joseph N. Lambert & Harold B. Schleifer Dir...",2017-11-30
https://www.huffingtonpost.com/entry/walmart-mexico-bribery_us_5bb2e1aee4b0480ca65decfd,The Wal-Martyrs of Mexican Bribery,BUSINESS,"At the conclusion of its lengthy expose of Wal-Mart's bribery campaign in Mexico, the New York Times narrated the story of Emmanuel D'Herrera Arizcorreta, who died in prison as a result of his battles against Wal-Mart. But fellow activists charge that Wal-Mart is responsible for his death.","Al Norman, Contributor
Founder, Sprawl-Busters",2012-12-24
https://www.huffingtonpost.com/entry/beyond-hiv-status-interfa_b_6227964.html,Here's How SCRUFF Is Moving Beyond 'HIV Status' On Its App,QUEER VOICES,"Our community is still struggling with how to communicate about HIV and how to treat those who are HIV positive. This is especially evident in the way we are accustomed to asking guys to disclose HIV status online, which has remained largely unchanged since the advent of profile-based websites over 20 years ago.","Jason Marchant, ContributorFounding Partner and Chief Product Officer, SCRUFF",2014-12-01
https://www.huffingtonpost.com/entry/oxford-university-rejection-letter-art_us_587a157be4b09281d0eb3213,Student Transforms College Rejection Letter Into Viral Work Of Art,ARTS & CULTURE,"""I just thought it was a bit of a bummer not to get in. I felt like making it into something.""",Lee Moran,2017-01-14
https://www.huffingtonpost.com/entry/north-korea-executes-vice-premier-for-not-sitting-up-straight_us_57c6c7d8e4b0e60d31dc3939,"North Korea Executes Vice Premier For Not Sitting Up Straight, South Korea Says",THE WORLDPOST,Kim Jong Un has been purging top officials since he came to power in 2011.,"Ju-min Park, Reuters",2016-08-31
https://www.huffingtonpost.com/entry/petra-nemcova-jamie-belman-split_us_5b9b8f7de4b03a1dcc789ce7,"Petra Nemcova, Jamie Belman Split: Model & Actor End Their Engagement (PHOTOS)",STYLE & BEAUTY,A spokesman for Next Models confirmed to Vogue UK that the couple had split. We're so sad about this split! Check out some,,2012-04-11
https://www.huffingtonpost.com/entry/121212-wedding-pictures_us_5b9c9da5e4b03a1dcc8050c2,12/12/12 Wedding Pictures From Around The Globe (PHOTOS),WEDDINGS,"From Jakharta to Las Vegas, Wednesday's date -- Dec. 12, 2012, or 12/12/12/ -- is viewed by many brides and grooms as memorable",,2012-12-12
https://www.huffingtonpost.com/entry/valley-vista_b_5896490.html,Valley Vista,ARTS,The Valley was its own hotbed of creative activity back in the day when Los Angeles was still on the cusp of recognition as an important center for contemporary art.,"Peter Clothier, ContributorAuthor and Blogger, Boyhood Memories",2014-09-28
https://www.huffingtonpost.com/entry/you-have-the-right-to-rem_b_6474174.html,You Have the Right to Remain Obnoxious,POLITICS,"The right of free speech the NYPD are angry about when it comes to the demonstrators is precisely the same right of free speech they're using to harass de Blasio. And it's that same ideal of free speech, no matter how noxious it might seem, for which those police in Paris died last week.","Michael Winship, ContributorSenior writer, BillMoyers.com. Former senior writing fellow, D...",2015-01-15
https://www.huffingtonpost.com/entry/zendaya-music-verizon_us_58dadc67e4b0cb23e65c4a59,Zendaya Works To Help Students Build Careers In Tech And Science,ENTERTAINMENT,Yet another reason to love Zendaya. 🙌,Minou Clark,2017-03-31
https://www.huffingtonpost.com/entry/dax-shepard-spills-the-beans-on-how-his-kid-learned-to-drop-the-f-bomb_us_58c7fd79e4b081a56def73cb,Dax Shepard Spills The Beans On How His Kid Learned To Drop The F-Bomb,PARENTS,"It all started with ""The Wheels on the Bus.""",Taylor Pittman,2017-03-14
https://www.huffingtonpost.com/entry/post_8083_b_5616983.html,Visionary Leaders Seeking New Solution to the Old Problem of Improving Health of All Americans,HEALTHY LIVING,"If leadership creates an environment where health is a priority, evidence shows other things are likely to fall in place -- important things, such as increases in job satisfaction, productivity and retention, as well as decreases in sick days and hopefully the anguish and expense of long-term medical care.","Nancy Brown, ContributorCEO, American Heart Association",2014-07-24
https://www.huffingtonpost.com/entry/nanny-interviewing-is-like-dating_us_57c8d66fe4b06c750dd9686e,Nanny Interviewing Is Like Dating,PARENTS,This is a good thing. A very good thing.,"Jillian Conroy Zakarian, M.Ed., ContributorMA in Edu | Family-Centered Educator | Modern Governess LLC",2016-09-02
https://www.huffingtonpost.com/entry/celebrities-kickboxing_us_5b9b62c7e4b03a1dcc771f1b,9 Celebrities Who Got Fit Fighting,WELLNESS,By Jené Luciani for Shape.com Click through the slideshow below to see the Hollywood hardbodies who toned and trimmed by,,2012-03-05
https://www.huffingtonpost.com/entry/afghanistan-landslide_n_5258800.html,"More Than 2,100 Confirmed Dead In Massive Landslide",WORLDPOST,,,2014-05-03
https://www.huffingtonpost.com/entry/my-super-sweet-16-is-returning-to-mtv_us_58865b7de4b0e3a7356afc12,'My Super Sweet 16' Is Returning To MTV,ENTERTAINMENT,We cannot WAIT.,Jenna Amatulli,2017-01-23
https://www.huffingtonpost.com/entry/lulacruza-releases-brilliant-album-orcas_b_7145548.html,Lulacruza Releases Brilliant Album Orcas,ENTERTAINMENT,"Sometimes, all it takes is one vibration to evoke a deep, emotional response that will resonate within you forever. The moment at which Lulacruza's newest album Orcas awakens your senses is the moment you press play.","Morena Duwe, ContributorMusic & Culture Journalist",2015-04-26
https://www.huffingtonpost.com/entry/anything-you-can-do-i-can_2_b_6135094.html,"Women Can Do Anything Men Can Do, But Here's One Surprising Thing They're Even Better At",HEALTHY LIVING,Who would have thought that these catchy lyrics from the 1946 Broadway musical Annie Get Your Gun would fit so perfectly into a conversation today about women and heart disease?,"Mary Ann Bauman, M.D., ContributorDr. Mary Ann Bauman",2014-11-12
https://www.huffingtonpost.com/entry/im-transgender-masculine-a-lover-of-men-and-living-in-accordance-with-my-biblical-faith_us_5bafbb4ae4b0ad7692610027,"I'm Transgender-Masculine, a Lover of Men, and Living in Accordance With My Biblical Faith",QUEER VOICES,"As a person who has characteristics of both of the conventional binary genders, I cannot help but embrace the creation account not as a principle that exclusively upholds heterosexuality but as an affirmation of the importance and blessedness of human partnership.","Donovan Ackley III, Ph.D., Contributor
Peer support specialist, religious studies scholar",2013-09-28
https://www.huffingtonpost.com/entry/shaming_n_5921728.html,50 Shades Of Shame-Worthy Behaviors Beyond Airline Passengers,FIFTY,,Ann Brenoff,2014-10-03
https://www.huffpost.com/entry/haiti-president-assassinated-turbulence_n_60e694b4e4b0e01982e9d64b,Assassination Of Haitian President Only Adds To Nation’s Turbulence,WORLD NEWS,President Jovenel Moïse's killing will imperil the country's already beleaguered chain of command.,,2021-07-08
https://www.huffingtonpost.com/entry/debbie-wasserman-schultz-convention_us_5797a2d4e4b02d5d5ed3065b,Inside Debbie Wasserman Schultz's Decision To Scrap Her Convention Gig,POLITICS,"“It was very painful for all.""",Sam Stein and Amanda Terkel,2016-07-26
https://www.huffingtonpost.com/entry/resume-on-beer-brennan-gleason_n_5534535.html,This Genius Printed His Resume On Beer (And Got The Job),BUSINESS,,Sara Gates,2014-06-26
https://www.huffingtonpost.com/entry/public-defenders-setting-the-record-straight-about-our-immigration-clients_us_59401e2ee4b0b13f2c6e44d9,Public Defenders: Setting The Record Straight About Our Immigration Clients,POLITICS,"Contrary to the stories in the media, most of the people that Mayor de Blasio wants to cut from our program are not undocumented or dangerous.","Justine Olderman, Lisa Schreibersdorf, and Adriene Holder, Contributors",2017-06-13
https://www.huffingtonpost.com/entry/making-modesty-acceptable_b_7478318.html,Making Modesty Acceptable,STYLE,"When Kendall Jenner decides to wear pants with a dress, she makes a statement about the way modest apparel, and indeed cultural dress in general, is perceived based upon the wearer.","Attiya Latif, ContributorTEDx Speaker on Feminism, Women's Rights, and the Politicizati...",2015-06-01
https://www.huffingtonpost.com/entry/how-hr-scares-away-talent_b_6796148.html,How 'HR' Scares Away Talent,BUSINESS,It's a different job market now. Joining the long-term unemployed and those left lost and given up in the wake of the Great Recession are now people who have found work. Valuable Talent now looking for what's next. Talent that could mean the difference between the success and failure of your company.,"Roger Wright, ContributorAuthor, 'Finding Work When There Are No Jobs'",2015-03-04
https://www.huffingtonpost.com/entry/tillerson-spoke-and-russian-foreign-minister-discussed-syria-by-phone_us_58e945f6e4b058f0a02fab46,Tillerson Spoke And Russian Foreign Minister Discussed Syria By Phone,THE WORLDPOST,Tillerson is expected in Moscow for talks with Russian officials next week.,,2017-04-08
https://www.huffingtonpost.com/entry/hot-summer-shows_b_5630688.html,Hot Summer Shows,ENTERTAINMENT,,"Christy Ferer, ContributorVideo Pump, Christy Ferer",2014-07-30
https://www.huffingtonpost.com/entry/cookie-sesame-street-snl_n_7049880.html,Taraji P. Henson's Cookie Crashed 'Sesame Street' On 'SNL',ENTERTAINMENT,,E. Oliver Whitney,2015-04-12
https://www.huffingtonpost.comhttp://online.wsj.com/article/SB10001424127887324880504578300043260803384.html,Are You Hard-Wired To Boil Over From Stress?,WELLNESS,"Nobody wants to be that hothead who flies off the handle in the face of some everyday annoyance, causing others to roll their",,2013-02-13
https://www.huffingtonpost.com/entry/are-we-control-freaks_us_5b9d6eeae4b03a1dcc87f0d0,Are We Control Freaks?,PARENTING,"Perhaps, this is the biggest adjustment we must make: to stop pursuing control. To learn to trust and to enable our kids to navigate their way through life without the misconception that they can control it. Adaptability, not control, should be our aim.","Tim Elmore, Contributor
Founder and President of Growing Leaders, Best-Selling Author",2013-08-16
https://www.huffingtonpost.com/entry/adam-rippon-white-house-trump_us_5aa6b61fe4b087e5aaeca1fa,Adam Rippon: Mom 'Would Kill Me' If I 'Treated People The Way That Donald Trump Has',QUEER VOICES,"The Olympic bronze medalist said if he was invited to the White House, he wouldn't go.",Andy McDonald,2018-03-12
https://www.huffingtonpost.com/entry/fans-confuse-disney-debby-ryan-with-debbie-reynolds_us_58656c90e4b0d9a5945aab82,Fans Confuse Disney Star Debby Ryan With The Late Debbie Reynolds,ENTERTAINMENT,The 23-year-old star took to Twitter to clear things up.,Leigh Blickley,2016-12-29
https://www.huffingtonpost.com/entry/smart-glass-light-adjusts-on-command_us_5baeb8e2e4b014374e2e7f2a,"'Smart Glass' Blocks Light, Adjusting To Wavelengths On Command With New Technology",SCIENCE,"But now there's a glass that changes, chameleon-like, from opaque to transparent, and can be adjusted for different wavelengths","LiveScience, LiveScience",2013-08-17
https://www.huffingtonpost.com/entry/football-friendships-opposing-teams_us_5b9dd452e4b03a1dcc8d76cb,These Football Friendships Are Proof That You Can Overcome Differences (PHOTOS),WELLNESS,"""I’ve learned that something constructive comes from every defeat."" –- Tom Landry As two teams prepare to go head-to-head",,2014-02-02
https://www.huffingtonpost.com/entry/iran-openly-harassing-the-us-uk-and-others_us_58c4ed2de4b0a797c1d39dc0,"Iran Openly Harassing The U.S., U.K. And Others",POLITICS,It has become an alarming and dangerous pattern; a pattern of provocative actions initiated by Iran against many nations,"Dr. Majid Rafizadeh, ContributorPresident of the International American Council and Board Memb...",2017-03-12
https://www.huffingtonpost.com/entry/vintage-olympics-uniforms_us_5b9dd997e4b03a1dcc8db3d6,These Vintage Olympic Uniforms Will Make Your Day,STYLE & BEAUTY,"Want more? Be sure to check out HuffPost Style on Twitter, Facebook, Tumblr, Pinterest and Instagram at @HuffPostStyle. So",Jamie Feldman,2014-02-07
https://www.huffingtonpost.com/entry/evan-greebel-convicted-fraud_us_5a44ba3de4b0b0e5a7a4b0aa,Martin Shkreli's Former Lawyer Convicted Of Helping Him To Defraud Pharmaceutical Firm,CRIME,Acting U.S. Attorney Bridget Rohde said the verdict sent a message to lawyers that they will be held accountable when they “use their legal expertise to facilitate the commission of crime.”,"By Jan Wolfe and Nate Raymond, Reuters",2017-12-28
https://www.huffingtonpost.com/entry/dead-intern-aol-video_us_5605b59ee4b0dd8503079e92,"What To Do When Your Intern Dies, But There's Still A Job To Do",COMEDY,"You can't get experience as a dead intern without dying, but you can't live on if you become a dead intern!",Andy McDonald,2015-09-25
https://www.huffingtonpost.com/entry/sean-spicer-donald-trump-daily-show_us_58882b24e4b0b481c76be779,"'The Daily Show' Profiles Sean Spicer, AKA 'Donald Trump's Air Freshener'",COMEDY,"“You know that air freshener that just makes things worse?""",David Moye,2017-01-25
https://www.huffpost.com/entry/islamic-state-afghanistan-taliban_n_5b4df52ce4b0b15aba889e8f,Islamic State Fighters In Afghanistan Kill At Least 15 Taliban,WORLD NEWS,The attack occurred during a prayer ceremony at the house of a Taliban commander in northern Afghanistan.,,2018-07-17
https://www.huffingtonpost.com/entry/sleep-health-benefits_us_5b9d5270e4b03a1dcc86a28f,Sleep Health Benefits: A Good Night's Rest Boosts Benefits Of A Heart-Healthy Lifestyle,WELLNESS,"A large Dutch population study, published this week in the European Journal of Preventative Cardiology, found that sleep",Carolyn Gregoire,2013-07-03
https://www.huffingtonpost.com/entry/dance-bans_us_559b039fe4b04a9c98e824d5,Six Countries Where It's Illegal To Dance,ARTS & CULTURE,Let's just say Baby could do worse than the corner.,Mallika Rao,2015-07-07
https://www.huffingtonpost.com/entry/florida-representative-anti-muslim-comment_us_56cf8540e4b0871f60eacdf2,Muslim Woman Says Lawmaker Asked Her: 'Is It Safe To Ride The Elevator With You?',POLITICS,"""I felt like I had no dignity,"" she said of the experience.",Christopher Mathias,2016-02-26
https://www.huffingtonpost.com/entry/this-dancing-toddler-is-cooler-than-well-ever-be_us_5756db1be4b0ca5c7b500e5f,This Dancing Toddler Is Cooler Than We'll Ever Be,PARENTS,This dance video is too awesome to handle!,Caroline Bologna,2016-06-07
https://www.huffingtonpost.com/entry/heres-what-kids-really-think-about-american-girls-boy-doll_us_58b86ea5e4b0a8ded67b5798,Here's What Kids Really Think About American Girl's Boy Doll,PARENTS,"""Every toy in the world is for boys and girls.""",Taylor Pittman,2017-03-02
https://www.huffingtonpost.com/entry/why-you-should-hire-a-mom_us_5b9d9dd5e4b03a1dcc8a4cb1,Why You Should Hire a Mom,PARENTING,"While there are a growing number of full-time opportunities listed on job posting boards, relatively few organization are willing to hire people into part-time or flex-time options. Employers of America are missing out on perhaps our greatest resource.","CT Working Moms, Contributor
30 working moms juggling motherhood and a career",2013-10-25
https://www.huffingtonpost.com/entry/hope-solo-soccer-field_us_56df7ab1e4b0860f99d71f56,World's Top Women Soccer Players Still Getting Second-Class Treatment,SPORTS,"An extra helping of inequality, just in time for International Women's Day.",Kim Bellware,2016-03-09
https://www.huffingtonpost.comhttp://www.politico.com/story/2016/05/trumps-campaign-dwarfed-by-clintons-223438,FEC Analysis: Trump Campaign Dwarfed By Clinton's Well-Oiled Juggernaut,POLITICS,"At the outset of the general election, Hillary Clinton’s campaign looks like a well-oiled juggernaut next to Donald Trump’s",,2016-05-21
https://www.huffingtonpost.com/entry/human-trafficking-pedophile-rings-and-what-you-need_us_58e18869e4b0d804fbbb7456,How Children End Up The Targets Of Sex Traffickers,PARENTS,April is child abuse prevention and awareness month.,"Melanie Blow, ContributorCOO of the Stop Abuse Campaign",2017-04-02
https://www.huffingtonpost.com/entry/theresa-may-assassination-attempt-foiled_us_5a2736dee4b044d16725b835,British Authorities Reportedly Foil Terror Plot To Assassinate Prime Minister Theresa May,WORLD NEWS,Two men were arrested late last month in connection with the scheme.,Doha Madani and Dominique Mosbergen,2017-12-06
https://www.huffingtonpost.com/entry/makeup-is-not-a-prerequis_us_5b9dfd01e4b03a1dcc8ffdc7,Makeup Is Not a Prerequisite for Career Success,STYLE & BEAUTY,"We are telling them that their natural faces will distract people, that being pretty is necessary regardless of circumstance, that performing femininity in exactly the right way isn't just helpful, it's essential.","Sally McGraw, Contributor
Freelance writer, blogger and communications professional; Alr...",2014-04-17
https://www.huffingtonpost.com/entry/nik-stauskas-3-pointers_n_5744292.html,Never Play This NBA Rookie In H-O-R-S-E,SPORTS,,Ron Dicker,2014-08-31
https://www.huffingtonpost.com/entry/happiness-tips_us_5b9def06e4b03a1dcc8f0a53,10 Steps to 'Living in the Moment',WELLNESS,"In a nutshell, to live in the moment means to be centered and focused on a single situation. Not so easy when things are not going our way, and especially when we're also being pulled in a dozen digital directions at once.","Rea Nolan Martin, Contributor
Award-winning author of visionary and literary fiction, essays...",2014-03-22
https://www.huffingtonpost.com/entry/pippa-middleton-book-celebrate-launch-party-dresses_us_5b9c73e0e4b03a1dcc7ec56e,Pippa Middleton Debuts New Book In FOUR Different Outfits (PHOTOS),STYLE & BEAUTY,"One day, four outfits -- who can keep track? (Besides us, obviously.)",Jessica Misener,2012-10-25
https://www.huffingtonpost.com/entry/how-congress-auctions-off_b_6199504.html,How Congress Auctions Off Power,POLITICS,"Warren's elevation is the latest instance of fundraising prowess helping to open the gates to party leadership, a trend that cements money's role in politics and could worsen polarization.","Avram Billig, ContributorResearch Associate at the Brennan Center for Justice",2014-11-21
https://www.huffingtonpost.com/entry/eyebrow-lift-surgery-breast-implants_us_5b9cc250e4b03a1dcc8194c1,Eyebrow Lift Surgery Becoming More Popular As Breast Implants Decline In Britain,STYLE & BEAUTY,See some celebs who've admitted to getting plastic surgery! Moral of the story: Fake breasts are out and arched eyebrows,Rebecca Adams,2013-01-28
https://www.huffingtonpost.com/entry/measles-herd-immunity_n_6905560.html,How Many People Must Be Unvaccinated Before You Have To Worry About Getting Measles?,HEALTHY LIVING,,Lindsay Holmes,2015-03-20
https://www.huffingtonpost.com/entry/on-facebook-and-death_us_58c4a412e4b0a797c1d39da4,On Facebook And Death,HEALTHY LIVING,"Thanks to the internet, I saw that I wasn’t alone in missing you, that a bunch of strangers were also grieving you.","Nikita Mélusine, ContributorWriter of fact and fiction to make you think and feel. www.nik...",2017-03-12
https://www.huffingtonpost.com/entry/can-you-love-two-men-at-o_us_5b9b6ee3e4b03a1dcc7781ff,Can You Love Two Men At Once?,WEDDINGS,"There if often a powerful longing, and curiosity, about ""the one who got away."" Old boyfriends are our history-holders; they watched us grow from girls to women, they took us to drive-ins in Mustangs on summer nights.","Iris Krasnow, Contributor
Bestselling author of relationship books/American University p...",2012-03-13
https://www.huffingtonpost.com/entry/were-one-step-closer-to-brain-scans-that-can-reveal-criminal-intent_us_58cc2278e4b00705db4f45a2,We're One Step Closer To Brain Scans That Can Reveal Criminal Intent,HEALTHY LIVING,We could one day use neuroscience to determine a defendant's mental state.,"Sara G. Miller, LiveScience.com",2017-03-17
https://www.huffingtonpost.com/entry/delay-gratification-brain-hippocampus_us_5b9d9cfae4b03a1dcc8a4187,Ability To Delay Gratification Linked With Brain's Hippocampus,WELLNESS,The reason why some people are better able to delay gratification could have something to do with the brain's hippocampus,,2013-10-24
https://www.huffingtonpost.com/entry/walgreens-transgender-bathroom-policy_us_5a7c6cb8e4b044b3821a3cfc,Walgreens Has Adopted A Transgender-Inclusive Bathroom Policy,QUEER VOICES,"The new directive includes all of the drugstore chain's 8,100 locations.",Curtis M. Wong,2018-02-08
https://www.huffingtonpost.com/entry/viva-sneak-peek_us_57223a4ee4b01a5ebde4c2b8,Get A Sneak Peek At The Queer Movie You'll Soon Be Raving About,QUEER VOICES,"""Viva"" is a gay coming-of-age tale set in Cuba.",Curtis M. Wong,2016-04-28
https://www.huffingtonpost.com/entry/i-lost-weight-dj-foodie-williams_us_5b9cd6e4e4b03a1dcc824d26,I Lost Weight: DJ 'Foodie' Williams Adopted A New Way Of Eating And Lost 142 Pounds,WELLNESS,"For more on weight loss, click here. On that day, I sat and wrote out what was to form my new life goals. I wrote about my",,2013-03-04
https://www.huffingtonpost.com/entry/hillary-clinton-nomination_us_579a5228e4b0e2e15eb4f347,America Has Finally Put A Woman At The Top Of The Ticket,POLITICS,It's about damn time.,Amanda Terkel,2016-07-29
https://www.huffingtonpost.com/entry/funniest-parenting-tweets_us_57236353e4b0f309baf08e4d,Funniest Parenting Tweets: What Moms And Dads Said On Twitter This Week,PARENTS,"Kids may say the darndest things, but parents tweet about them in the funniest ways. So each week, we round up the most hilarious",Hollis Miller,2016-04-29
https://www.huffingtonpost.com/entry/30-minute-meal-video_us_5b9d008ee4b03a1dcc83aae4,Is The 30-Minute Meal Possible? Find Out With Bon Appétempt (VIDEO),FOOD & DRINK,All these things get done in the magical land called 'Ahead Of Time.',,2013-04-04
https://www.huffingtonpost.com/entry/waco-biker-shooting-video_n_7347956.html,New Video Evidence Emerges In Waco Biker Shooting,CRIME,,,2015-05-21
https://www.huffingtonpost.com/entry/going-dry-for-a-month_us_5a4e63f3e4b06d1621bde7ee,"An Expert-Backed, Foolproof Guide To 'Going Dry' For A Month",HEALTHY LIVING,How to cut down on everything from sugar to alcohol to social media.,"Gemma Hartley, On Assignment For HuffPost",2018-01-08
https://www.huffingtonpost.com/entry/scandalous-celebrity-sex-_n_5466312.html,Scandalous Celebrity Sex Quotes,ENTERTAINMENT,,,2014-06-07
https://www.huffingtonpost.com/entry/texas-sanctuary-cities-immigration_us_59077423e4b02655f83f0312,Texas Activists Occupy Governor's Office To Stop Immigration Crackdown Bill,POLITICS,"They vow to stay unless Gov. Greg Abbott agrees to veto a measure punishing ""sanctuary"" cities.",Roque Planas,2017-05-01
